item_id;supplier;category_id;color;size;price;stock_level;active;date_added
409;WaterSmart Software;69941;NavajoWhite;4;54.42;100;true;1733019240
410;CoreLogic;8476;CornflowerBlue;6;50.35;100;true;1732981400
411;Morgan Stanley;66185;Brown;6;63.69;100;true;1732977844
412;MuckRock.com;76305;PaleGoldenRod;6;52.33;100;true;1732982356
413;Paxata;80650;GoldenRod;8;60.07;100;true;1732991059
414;ProPublica;58782;Snow;5;65.30;100;true;1733084798
415;StockSmart;18420;SkyBlue;5;39.28;100;true;1733001314
416;Noesis;38288;Sienna;4;41.52;100;true;1733132775
417;Unigo LLC;64156;Plum;5;64.00;100;true;1732997302
418;Thomson Reuters;71230;DimGray;6;77.59;100;true;1733140547
419;Workhands;97069;Gainsboro;8;21.69;100;true;1733069169
420;ProPublica;75315;Beige;7;63.92;100;true;1733069554
421;OTC Markets;64961;Moccasin;4;68.71;100;true;1732981930
422;Tableau Software;44994;Gainsboro;5;72.91;100;true;1733029425
423;BillGuard;20626;DimGray;4;46.39;100;true;1733039899
424;Moody's;17827;HoneyDew;5;75.80;100;true;1732996709
425;Galorath Incorporated;42060;OldLace;8;30.73;100;true;1732996934
426;Smart Utility Systems;52063;OliveDrab;4;41.80;100;true;1733059385
427;Nationwide Mutual Insurance Company;80396;NavajoWhite;5;44.56;100;true;1733038195
428;USSearch;18774;DarkGray;4;23.01;100;true;1733096169
429;Foursquare;25295;DimGray;7;28.99;100;true;1733046738
430;Epsilon;67340;WhiteSmoke;6;32.73;100;true;1733015632
431;GuideStar;93427;MediumSeaGreen;8;38.22;100;true;1733121740
432;Wolfram Research;40273;Aquamarine;5;37.02;100;true;1733035281
433;Business Monitor International;59257;SandyBrown;5;56.37;100;true;1733108565
434;Tendril;36600;SeaGreen;8;44.25;100;true;1733077420
435;Gallup;569;Sienna;5;69.95;100;true;1733006658
436;Junar, Inc.;14479;Bisque;5;54.03;100;true;1733132157
437;Credit Sesame;83380;DarkSlateBlue;8;35.34;100;true;1732985553
438;WebFilings;98953;Bisque;4;52.41;100;true;1733124267
439;Oliver Wyman;62624;SaddleBrown;4;73.21;100;true;1733080547
440;GetRaised;22159;LightPink;7;68.34;100;true;1733123590
441;Lilly Open Innovation Drug Discovery;27227;DarkGray;5;43.04;100;true;1732990220
442;Synthicity;80242;GreenYellow;5;72.49;100;true;1733016397
443;TrueCar;21552;MediumAquaMarine;5;68.68;100;true;1733042242
444;Junar, Inc.;26522;Darkorange;4;77.43;100;true;1733138204
445;TransparaGov;67855;MintCream;5;31.88;100;true;1733129951
446;NonprofitMetrics;400;SlateGray;6;66.66;100;true;1733114092
447;Knowledge Agency;95516;Maroon;7;55.52;100;true;1733009644
448;Redfin;31889;Gainsboro;4;30.18;100;true;1732996083
449;Barchart;30948;LightYellow;7;79.29;100;true;1732997887
450;Ranku;45018;LawnGreen;8;66.29;100;true;1733039169
451;Food+Tech Connect;8172;Indigo ;7;56.18;100;true;1733115481
452;Numedii;39678;OliveDrab;8;41.69;100;true;1732974623
453;Plus-U;65249;SeaGreen;8;31.05;100;true;1733051388
454;Ranku;9009;PaleVioletRed;5;38.82;100;true;1733141245
455;Reed Elsevier;18493;YellowGreen;5;48.27;100;true;1733105559
456;SmartProcure;12708;DeepPink;5;68.47;100;true;1733026032
457;Archimedes Inc.;49400;LavenderBlush;7;60.30;100;true;1733078951
458;Development Seed;30771;LightSteelBlue;6;77.61;100;true;1732992928
459;Practice Fusion;85871;FireBrick;8;31.74;100;true;1732995556
460;Azavea;69493;LightBlue;8;65.46;100;true;1733032884
461;People Power;66681;OldLace;5;68.34;100;true;1733092475
462;Redfin;30348;OldLace;4;56.79;100;true;1733123907
463;J.P. Morgan Chase;68536;MediumSeaGreen;8;43.75;100;true;1733061782
464;DataMade;31832;Aquamarine;8;37.99;100;true;1733056474
465;HERE;55585;MediumBlue;8;51.19;100;true;1732989558
466;Orlin Research;71066;DodgerBlue;4;50.06;100;true;1733013729
467;USAA Group;86735;Crimson;7;23.74;100;true;1733029805
468;R R Donnelley;63042;NavajoWhite;5;72.51;100;true;1732999742
469;GoodGuide;77503;BlueViolet;5;62.18;100;true;1733104495
470;TrialX;86562;Gold;8;60.89;100;true;1733044731
471;Accenture;45536;LightYellow;7;32.53;100;true;1732999837
472;PublicEngines;41737;OrangeRed;8;66.97;100;true;1733003625
473;Adaptive;89520;Snow;5;23.25;100;true;1732993465
474;Votizen;19000;AliceBlue;4;30.16;100;true;1733073074
475;Biovia;62620;MediumVioletRed;5;32.47;100;true;1732986801
476;J.P. Morgan Chase;18744;BlueViolet;5;62.76;100;true;1733084637
477;AreaVibes Inc.;15716;MediumOrchid;5;63.48;100;true;1733124957
478;TransparaGov;4868;LavenderBlush;6;44.62;100;true;1733131314
479;Atlas Van Lines;5352;LightGray;7;28.86;100;true;1732971681
480;TrialX;7904;LightGoldenRodYellow;4;44.81;100;true;1732996063
481;iTriage;6456;SkyBlue;6;62.88;100;true;1733085121
482;StreamLink Software;13723;MediumTurquoise;8;35.81;100;true;1733107096
483;Remi;69342;LemonChiffon;5;57.19;100;true;1733074229
484;Thomson Reuters;61448;LightPink;8;50.28;100;true;1733048098
485;Computer Packages Inc;1954;DarkGray;6;64.38;100;true;1733135928
486;H3 Biomedicine;63300;LemonChiffon;7;33.34;100;true;1733043065
487;ProgrammableWeb;92801;DeepPink;6;51.57;100;true;1733097610
488;Bekins;5422;LightGoldenRodYellow;5;44.44;100;true;1733027732
489;iRecycle;15570;Gold;5;70.62;100;true;1733133537
490;Reed Elsevier;18465;Silver;5;50.58;100;true;1732993045
491;SpaceCurve;31540;DarkBlue;7;69.26;100;true;1732991807
492;realtor.com;52898;Aquamarine;7;36.28;100;true;1733009901
493;ProPublica;95195;Tan;7;77.83;100;true;1733015655
494;Cappex;79734;DeepSkyBlue;8;55.71;100;true;1733087357
495;Dabo Health;38537;LightBlue;6;64.58;100;true;1732983368
496;3 Round Stones, Inc.;41983;LightSalmon;5;61.26;100;true;1733113586
497;FlightStats;6393;LightSalmon;8;42.47;100;true;1733039814
498;SpotCrime;90591;DodgerBlue;4;40.23;100;true;1733041319
499;Civinomics;96025;Olive;6;73.99;100;true;1733117020
500;Knowledge Agency;63782;DimGray;4;27.75;100;true;1733111835
