registered;cookie;browser;country;timestamp;zip
132;733f5f38-8605-44b9-ae24-f241af869901;"Mozilla/5.0 (X11; Linux i686; rv:7.0) Gecko/1996-04-12 Firefox/35.0";YE;1733979990;19239
133;b8aaf1ff-a125-47a0-bd6d-88023cc661f7;"Mozilla/5.0 (Windows CE; en-US; rv:1.9.3.20) Gecko/1939-23-02 Firefox/35.0";ZM;1733943542;72712
134;5a822ebf-c80d-473b-b40a-fca2999d7910;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2 rv:2.0) Gecko/1913-17-06 Firefox/36.0";GN;1734036461;65092
135;567eb2e5-697e-4387-9704-0173875c13b7;"Mozilla/5.0 (X11; Linux x86_64; rv:5.0) Gecko/2013-02-03 Firefox/36.0";PT;1733989301;67398
136;2f34295e-75c4-4248-881a-a7a5efb1906f;"Mozilla/5.0 (iPhone; CPU iPhone OS 7_0_3 like Mac OS X; en-US) AppleWebKit/531.4.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B115 Safari/6531.4.5";KW;1734078104;32770
137;67249e64-704c-45e2-9fee-a553bd45bf04;"Opera/9.30 (X11; Linux i686; en-US) Presto/2.10.341 Version/11.00";UY;1733956878;81373
138;b05dc1f7-8b0e-4e17-a0d8-3a7bd8902b62;"Opera/9.59 (Macintosh; U; Intel Mac OS X 10_6_1; en-US) Presto/2.9.270 Version/11.00";TT;1734010608;78587
139;cd16b5ff-1c93-4428-a530-ba237589eff3;"Mozilla/5.0 (iPhone; CPU iPhone OS 7_2_3 like Mac OS X; en-US) AppleWebKit/534.30.3 (KHTML, like Gecko) Version/5.0.5 Mobile/8B120 Safari/6534.30.3";LT;1734074814;93397
140;3ccee436-dcfc-4ba4-af68-ceae0f5d9a2c;"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_10 rv:2.0) Gecko/2009-06-12 Firefox/36.0";MZ;1733934257;64887
141;c08ee473-3e61-43f8-986b-493986828ffd;"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_5 rv:6.0) Gecko/1966-09-07 Firefox/36.0";AM;1733924439;93106
142;dfe4c00f-908f-4414-b0d6-7b34bbab62f8;"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_9 rv:2.0) Gecko/1910-28-03 Firefox/35.0";DK;1734073461;51259
143;f0fa8759-ff65-4717-b39f-037365280e3a;Mozilla/5.0 (Windows CE) AppleWebKit/5331 (KHTML, like Gecko) Chrome/37.0.813.0 Mobile Safari/5331;MG;1734000449;44951
144;5548e5af-d3ed-4e7c-a9b5-3db87207832d;"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_6 rv:7.0; en-US) AppleWebKit/532.16.6 (KHTML, like Gecko) Version/4.1 Safari/532.16.6";FI;1734015503;58715
145;f18de1eb-af32-4c58-956f-78ed44e75b27;"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5360 (KHTML, like Gecko) Chrome/40.0.822.0 Mobile Safari/5360";BT;1734033501;62578
146;90967823-577a-4119-aaf4-6cca5d8e137f;"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_5) AppleWebKit/5340 (KHTML, like Gecko) Chrome/36.0.880.0 Mobile Safari/5340";CM;1733921401;14697
147;53b07902-50a2-43c6-aead-4fccf1272f31;"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_3 rv:4.0; en-US) AppleWebKit/535.28.1 (KHTML, like Gecko) Version/4.1 Safari/535.28.1";PG;1733991262;56046
148;d40dd8cf-a539-482b-93ff-ade7def52a07;Mozilla/5.0 (Windows NT 4.0) AppleWebKit/5330 (KHTML, like Gecko) Chrome/38.0.821.0 Mobile Safari/5330;GR;1734063958;72966
149;ab42c00d-3561-4526-8238-b2c2a17bee14;"Mozilla/5.0 (iPhone; CPU iPhone OS 8_0_3 like Mac OS X; en-US) AppleWebKit/534.38.8 (KHTML, like Gecko) Version/4.0.5 Mobile/8B111 Safari/6534.38.8";SN;1734076631;27714
150;12618cf3-1d95-49db-a4c6-708a7d84d359;Mozilla/5.0 (Windows 98) AppleWebKit/5311 (KHTML, like Gecko) Chrome/38.0.828.0 Mobile Safari/5311;MV;1734006810;23328
151;91120ea9-4f56-48f6-b3f9-59e4f028a1d8;"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5350 (KHTML, like Gecko) Chrome/36.0.859.0 Mobile Safari/5350";PW;1734090754;16536
152;5aa6c0b2-349b-4854-8778-bcc85afe349b;"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_10 rv:6.0) Gecko/1982-07-07 Firefox/36.0";LT;1734080299;23760
153;6d8587be-ba0c-4a5d-9660-53306ec52002;Mozilla/5.0 (Windows NT 6.2) AppleWebKit/5360 (KHTML, like Gecko) Chrome/38.0.859.0 Mobile Safari/5360;HR;1733973730;14411
154;5bc46511-1ce7-4198-9d29-0769cbbff463;"Mozilla/5.0 (X11; Linux x86_64; rv:7.0) Gecko/1982-30-12 Firefox/37.0";TG;1733935625;39593
155;8054e888-4823-40b9-898a-56e667a7328c;"Mozilla/5.0 (X11; Linux i686; rv:8.0) Gecko/1917-16-06 Firefox/35.0";IE;1733934250;21277
156;42d6b1a3-6fba-400a-9fc2-e9540852b416;"Mozilla/5.0 (Windows NT 5.1; en-US; rv:1.9.2.20) Gecko/2012-29-03 Firefox/37.0";GM;1733976037;50285
157;6e67ba2c-13e9-43ec-86ec-abe8981417af;"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_8) AppleWebKit/5320 (KHTML, like Gecko) Chrome/36.0.890.0 Mobile Safari/5320";ZM;1733951792;57074
158;e96a8a31-1c40-4fb2-be6a-e87af6c90819;"Opera/10.80 (Macintosh; U; Intel Mac OS X 10_6_7; en-US) Presto/2.13.288 Version/11.00";AT;1733963781;32318
159;992b6405-90e6-47ce-875c-60a165397f7c;"Mozilla/5.0 (iPhone; CPU iPhone OS 7_3_1 like Mac OS X; en-US) AppleWebKit/531.49.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6531.49.2";CN;1734020257;70903
160;4911ad63-5741-4e4b-893f-01698b15aa25;Mozilla/5.0 (Windows 95) AppleWebKit/5351 (KHTML, like Gecko) Chrome/39.0.835.0 Mobile Safari/5351;CA;1733934765;15626
161;db7e5697-65a7-4d31-8fdd-b11e1523a61d;"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5350 (KHTML, like Gecko) Chrome/40.0.818.0 Mobile Safari/5350";AU;1734023138;29162
162;8be9309f-bdc6-4b87-8cc3-bc4a05f59367;"Mozilla/5.0 (Windows 98; Win 9x 4.90) AppleWebKit/5361 (KHTML, like Gecko) Chrome/37.0.890.0 Mobile Safari/5361";MW;1733921936;32970
163;597d5ca3-b438-4ec9-9f28-cc9e32669e63;"Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_3 like Mac OS X; en-US) AppleWebKit/534.16.7 (KHTML, like Gecko) Version/4.0.5 Mobile/8B119 Safari/6534.16.7";IQ;1734000556;40679
164;bbe11808-683a-4bc2-97dd-0bfbb1431759;"Opera/8.93 (Macintosh; U; PPC Mac OS X 10_5_8; en-US) Presto/2.9.262 Version/10.00";FR;1733933779;39339
165;cdec8917-4940-44a7-bc50-87aed111ac32;"Mozilla/5.0 (X11; Linux i686; rv:5.0) Gecko/1992-21-04 Firefox/37.0";CH;1733973034;14873
166;68014e40-1df6-4db2-8097-01b8af475fee;"Opera/8.86 (Macintosh; U; Intel Mac OS X 10_5_8; en-US) Presto/2.10.197 Version/13.00";LC;1734049173;58120
167;15f6a296-d6e1-4ae0-93f9-44813315a4d7;"Mozilla/5.0 (X11; Linux i686; rv:6.0) Gecko/1932-25-12 Firefox/35.0";MC;1733983637;42378
168;c4448b2b-39ae-4590-9014-a60c644687c0;"Opera/8.14 (Macintosh; U; Intel Mac OS X 10_8_2; en-US) Presto/2.12.172 Version/11.00";NI;1733966897;94561
169;36054cb2-2211-4466-8b76-f2a635f6305b;"Opera/10.22 (Windows NT 6.1; en-US) Presto/2.9.197 Version/12.00";AF;1734037745;21416
170;42406f5e-30d8-4c88-8d63-64063a9594df;"Mozilla/5.0 (X11; Linux i686) AppleWebKit/5361 (KHTML, like Gecko) Chrome/38.0.877.0 Mobile Safari/5361";DZ;1733935257;92847
171;911f5bb6-9318-4910-9418-b5e3ada2c35f;Mozilla/5.0 (Windows NT 5.1) AppleWebKit/5342 (KHTML, like Gecko) Chrome/36.0.859.0 Mobile Safari/5342;ML;1733924165;17019
172;ea2a0f87-33ce-424d-9a9d-725154e310ff;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_0) AppleWebKit/5310 (KHTML, like Gecko) Chrome/38.0.836.0 Mobile Safari/5310";GL;1734065342;99622
173;357f7c77-7c01-43a0-9c95-7b6cd20c335c;Mozilla/5.0 (Windows CE) AppleWebKit/5321 (KHTML, like Gecko) Chrome/37.0.811.0 Mobile Safari/5321;IN;1733954609;89907
174;8eea7b62-893d-42ee-a66e-4da36e3de6b4;"Opera/9.48 (Macintosh; U; PPC Mac OS X 10_5_6; en-US) Presto/2.9.274 Version/13.00";WF;1734088211;76627
175;a6a67d78-bd56-4bc4-b043-d1feafd95827;"Mozilla/5.0 (X11; Linux x86_64; rv:6.0) Gecko/2015-16-08 Firefox/35.0";AW;1733984002;95253
176;0cfb5691-ee18-43f9-a523-5239f1a8ea35;"Mozilla/5.0 (X11; Linux i686; rv:7.0) Gecko/1950-29-07 Firefox/37.0";BT;1733969599;43704
177;82c0208c-9278-4bcc-9c09-e50581326580;"Opera/9.73 (Windows NT 5.01; en-US) Presto/2.11.235 Version/12.00";BV;1734020281;48639
178;137c2829-9046-477b-a9ea-6a7f46ecdc27;Mozilla/5.0 (Windows NT 6.2) AppleWebKit/5361 (KHTML, like Gecko) Chrome/37.0.801.0 Mobile Safari/5361;NF;1734077860;98447
179;a516919c-8870-48fa-b971-5551abc20c85;"Mozilla/5.0 (Windows 98; Win 9x 4.90; en-US; rv:1.9.2.20) Gecko/1995-02-12 Firefox/35.0";RW;1734023191;49239
180;363c16b1-eee9-437c-b844-86c123421257;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_0) AppleWebKit/5351 (KHTML, like Gecko) Chrome/36.0.877.0 Mobile Safari/5351";EE;1733954248;59497
181;bc9bf05c-39c7-476d-abd0-3a83804e782b;Mozilla/5.0 (Windows 95) AppleWebKit/5312 (KHTML, like Gecko) Chrome/39.0.892.0 Mobile Safari/5312;DZ;1734072105;44446
182;8f1a69da-554b-4e69-bf78-34454cf70457;Mozilla/5.0 (Windows 98) AppleWebKit/5312 (KHTML, like Gecko) Chrome/39.0.838.0 Mobile Safari/5312;VI;1733927014;20620
183;ff0108c5-f097-4d82-a3e3-39a809e5538f;"Opera/9.10 (Macintosh; U; PPC Mac OS X 10_7_1; en-US) Presto/2.10.294 Version/11.00";TH;1733985759;25100
184;1a6d3d52-59ce-4b86-9e70-8bcbbd5dd55e;"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_5) AppleWebKit/5340 (KHTML, like Gecko) Chrome/38.0.882.0 Mobile Safari/5340";MO;1734027868;92885
185;741346fe-db13-45ee-869c-d3149c517a15;"Mozilla/5.0 (X11; Linux x86_64; rv:6.0) Gecko/1966-26-02 Firefox/35.0";CA;1733918994;12309
186;acd9b1ce-7857-4697-8775-2fe5bed25d6c;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_6) AppleWebKit/5330 (KHTML, like Gecko) Chrome/37.0.841.0 Mobile Safari/5330";AQ;1734050102;68714
187;92953ec0-1aee-473e-822a-13eb4ff93f1f;"Mozilla/5.0 (Windows NT 5.01; en-US; rv:1.9.1.20) Gecko/1900-05-05 Firefox/36.0";LU;1733968737;25730
188;1f3bd806-aeb6-410d-9475-556a85ecba03;"Opera/10.44 (X11; Linux i686; en-US) Presto/2.13.325 Version/10.00";EC;1733975520;81201
189;2c593ff0-c76c-48e1-b494-6c103d7dea61;"Opera/9.58 (Macintosh; U; Intel Mac OS X 10_8_4; en-US) Presto/2.13.218 Version/12.00";TV;1733999593;17475
190;45584a86-b843-4998-bc83-a558da65a511;"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_8) AppleWebKit/5312 (KHTML, like Gecko) Chrome/36.0.886.0 Mobile Safari/5312";TK;1734033857;42584
191;9b4117f4-6796-4224-9c17-0ff316631e21;"Opera/10.54 (X11; Linux i686; en-US) Presto/2.10.309 Version/11.00";KM;1734058705;40979
192;b04b30bf-0f1c-468a-b5b0-cfcfd85fc667;Mozilla/5.0 (Windows NT 6.1) AppleWebKit/5362 (KHTML, like Gecko) Chrome/38.0.814.0 Mobile Safari/5362;MM;1733980679;57981
193;f89b5eb0-7036-4fa4-aade-39a954e82cec;"Opera/8.18 (Windows NT 6.0; en-US) Presto/2.9.339 Version/13.00";CX;1734007300;81825
194;6fb7f56d-8059-41a1-ad06-6417e46fc16d;"Mozilla/5.0 (iPhone; CPU iPhone OS 9_1_1 like Mac OS X; en-US) AppleWebKit/533.35.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6533.35.7";CN;1733955532;90751
195;81c43ab9-0ee5-4fa6-9f7b-178d9ce44395;"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_9 rv:3.0) Gecko/1988-16-11 Firefox/37.0";BA;1733946942;97538
196;9ef47599-fa03-4ce9-890f-bf747da29a5c;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_9 rv:5.0) Gecko/1927-14-08 Firefox/35.0";CR;1733931115;98455
197;2bb75f80-5f9f-4d08-8143-a5d84e7aa215;Mozilla/5.0 (Windows NT 5.2) AppleWebKit/5360 (KHTML, like Gecko) Chrome/40.0.820.0 Mobile Safari/5360;CI;1733932551;27330
198;1b51a737-4054-4b59-92f3-0ad7450f704d;"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_0) AppleWebKit/5362 (KHTML, like Gecko) Chrome/39.0.869.0 Mobile Safari/5362";DM;1733991117;12225
199;c23869b6-d9cb-438a-ab50-9f9b39f2b386;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_8 rv:3.0) Gecko/1975-12-02 Firefox/35.0";FK;1733946564;97922
200;2f761351-0815-47c9-9244-29ab7d88e093;"Mozilla/5.0 (Windows NT 5.0; en-US; rv:1.9.2.20) Gecko/2012-08-10 Firefox/35.0";TG;1734005288;36109
201;1ecaa370-b924-468b-9a59-b0d0a429f392;"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_4) AppleWebKit/5312 (KHTML, like Gecko) Chrome/37.0.894.0 Mobile Safari/5312";FI;1733987205;87566
202;30d5b884-5b3a-4994-8492-01cb6009f540;"Mozilla/5.0 (iPhone; CPU iPhone OS 9_1_3 like Mac OS X; en-US) AppleWebKit/534.37.8 (KHTML, like Gecko) Version/5.0.5 Mobile/8B112 Safari/6534.37.8";CL;1734025725;59987
203;e6cddfec-4a8c-4a42-b5cb-c68e1bf7811c;"Mozilla/5.0 (X11; Linux i686; rv:8.0) Gecko/1955-28-05 Firefox/36.0";BT;1733998347;48601
204;62dc3e35-14c4-4929-944a-d259cd88bd82;"Opera/8.64 (Windows NT 5.1; en-US) Presto/2.9.278 Version/10.00";LS;1734003691;25708
205;7c58e0b1-a7a2-4206-a845-cb83d4cc7099;"Mozilla/5.0 (X11; Linux i686; rv:7.0) Gecko/1978-28-02 Firefox/36.0";RW;1734041416;49517
206;9940b07f-a8f0-4393-8ca2-e979174bf1ba;"Mozilla/5.0 (X11; Linux x86_64; rv:6.0) Gecko/1971-02-03 Firefox/35.0";DJ;1734035984;87896
207;78e8bb65-845e-48cc-92ad-d5e8c46f6599;"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5321 (KHTML, like Gecko) Chrome/36.0.888.0 Mobile Safari/5321";DK;1734083363;21745
208;79fbec59-1d42-4c06-bb08-0a38481aaaf6;"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5332 (KHTML, like Gecko) Chrome/40.0.888.0 Mobile Safari/5332";SY;1733971874;53332
209;787879e2-dcc0-4f15-a2d9-f640a23f1e1f;"Mozilla/5.0 (X11; Linux i686; rv:5.0) Gecko/2012-12-07 Firefox/37.0";BY;1734057251;86437
210;739e19cd-266a-4435-8573-ded0978f69ca;"Opera/9.96 (X11; Linux i686; en-US) Presto/2.10.182 Version/12.00";FK;1733961270;28654
211;a3fb075a-e4bf-46c0-91b5-d05ff5ad5aa2;"Mozilla/5.0 (X11; Linux x86_64; rv:7.0) Gecko/1903-11-10 Firefox/36.0";BH;1733956603;31891
212;0735449b-36e1-4cdf-8065-ca2bc431b485;"Mozilla/5.0 (Windows 98; Win 9x 4.90) AppleWebKit/5351 (KHTML, like Gecko) Chrome/40.0.892.0 Mobile Safari/5351";VU;1733941067;96527
213;9a5b69ba-2b17-4494-86f8-fe71700a68a1;Mozilla/5.0 (Windows 95) AppleWebKit/5311 (KHTML, like Gecko) Chrome/38.0.830.0 Mobile Safari/5311;GE;1734082000;43587
214;4005c3fd-55fe-4323-810d-29dbf9ae5ef2;"Opera/9.75 (Macintosh; Intel Mac OS X 10_5_6; en-US) Presto/2.10.311 Version/12.00";BS;1733998450;86905
215;78d14b4e-0b0a-412a-89ae-c900b98d4597;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/5351 (KHTML, like Gecko) Chrome/39.0.870.0 Mobile Safari/5351";LS;1733979341;17527
216;48e1b2f0-de68-4a91-9b52-b8820f61ad1c;"Opera/8.10 (Windows NT 5.01; en-US) Presto/2.13.225 Version/11.00";PA;1733967535;20704
217;5a251cb0-152c-4f71-95cd-b4d84909b96b;"Mozilla/5.0 (iPad; CPU OS 9_1_1 like Mac OS X; en-US) AppleWebKit/531.12.8 (KHTML, like Gecko) Version/3.0.5 Mobile/8B116 Safari/6531.12.8";EC;1733922990;49506
218;929d2b6b-3c7c-454a-952e-e445f0989e79;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_9) AppleWebKit/5311 (KHTML, like Gecko) Chrome/38.0.866.0 Mobile Safari/5311";DK;1734012000;59211
219;8651be6e-6126-447a-9b97-c81d6124cb5a;"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_4) AppleWebKit/5332 (KHTML, like Gecko) Chrome/38.0.816.0 Mobile Safari/5332";AN;1734065221;71350
220;2f5c4d02-096d-48ad-a9d9-ed4428e5e1df;"Mozilla/5.0 (X11; Linux x86_64; rv:8.0) Gecko/1974-08-02 Firefox/36.0";SN;1733987744;54471
221;190b5651-0037-460b-9cb6-8143d128c184;"Opera/8.47 (Macintosh; PPC Mac OS X 10_8_3; en-US) Presto/2.9.277 Version/11.00";CK;1733988545;89664
222;9dbb66ff-d5ae-4e8d-bc51-977f42cc976f;Mozilla/5.0 (Windows NT 5.1) AppleWebKit/5342 (KHTML, like Gecko) Chrome/36.0.852.0 Mobile Safari/5342;VI;1734081816;97293
223;a7cb01b7-ad14-4058-831c-28e46e16e78f;"Opera/8.65 (Macintosh; PPC Mac OS X 10_8_5; en-US) Presto/2.8.225 Version/10.00";CN;1733965261;40039
224;a676f83f-fb03-4a9a-a9c6-7c6658cf530a;"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_1) AppleWebKit/5351 (KHTML, like Gecko) Chrome/36.0.801.0 Mobile Safari/5351";CR;1734064315;92802
225;bb25dc31-709f-4978-a926-139085a5b40a;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_6) AppleWebKit/5332 (KHTML, like Gecko) Chrome/38.0.899.0 Mobile Safari/5332";AM;1734073574;89919
226;d577292b-0e81-424d-a800-8770133f0e56;"Opera/10.33 (X11; Linux x86_64; en-US) Presto/2.11.299 Version/10.00";KR;1734063384;88160
227;6c6863b6-a3ab-4c2f-82d1-229b9df80ef5;Mozilla/5.0 (Windows CE) AppleWebKit/5331 (KHTML, like Gecko) Chrome/40.0.887.0 Mobile Safari/5331;KH;1733994123;37580
228;be7efd86-fd49-4283-9d00-4d40a93d4a7e;"Mozilla/5.0 (X11; Linux i686; rv:6.0) Gecko/2000-20-10 Firefox/37.0";CK;1733933090;20803
229;0c283991-22ae-453c-8621-58c1d64fc908;"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/533.15.7 (KHTML, like Gecko) Version/4.0 Safari/533.15.7";CA;1733928632;49672
230;c8870bfd-431a-48f6-9264-67335a9996e5;"Opera/8.95 (Windows NT 5.01; en-US) Presto/2.8.218 Version/10.00";GH;1733927103;46151
231;bf440599-17c5-4a9e-b874-66ea8e064511;"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5362 (KHTML, like Gecko) Chrome/40.0.897.0 Mobile Safari/5362";RS;1734086559;72971
232;381d71d2-149e-4023-bdb3-29a5114245e0;"Opera/9.26 (Macintosh; Intel Mac OS X 10_7_0; en-US) Presto/2.12.307 Version/11.00";TM;1734020444;10815
233;a9935eb3-4a9e-4883-ae96-b2530b7a48a5;"Opera/9.10 (Macintosh; PPC Mac OS X 10_6_1; en-US) Presto/2.12.167 Version/12.00";AF;1733955962;66002
234;79caefd5-d081-47ed-a662-5eb0c0bdaae5;"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/533.42.8 (KHTML, like Gecko) Version/6.0 Safari/533.42.8";PR;1734000119;70992
235;f126851a-da47-455c-ab3b-ea06263eff2a;"Mozilla/5.0 (X11; Linux i686; rv:7.0) Gecko/1904-04-10 Firefox/37.0";MZ;1734044362;40378
236;1b0fc26c-856d-4c34-96ee-d663eb524cd7;Mozilla/5.0 (Windows NT 6.1) AppleWebKit/5351 (KHTML, like Gecko) Chrome/38.0.807.0 Mobile Safari/5351;GL;1733984982;21317
237;c756dd2e-46b1-4e3d-bbfb-d67da2df790a;"Mozilla/5.0 (X11; Linux x86_64; rv:8.0) Gecko/2001-28-04 Firefox/36.0";AO;1734038959;86927
238;162e7add-e482-4a93-b68d-db183ae23bd7;"Mozilla/5.0 (X11; Linux i686) AppleWebKit/5332 (KHTML, like Gecko) Chrome/39.0.827.0 Mobile Safari/5332";EG;1734090886;96211
239;9e104184-9c88-409b-a883-b076ea9ac7b8;"Opera/8.47 (Windows CE; en-US) Presto/2.9.162 Version/11.00";GE;1734024148;25187
240;045ca7e3-d77c-46f4-91ea-61be1cc22f25;"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_0) AppleWebKit/5332 (KHTML, like Gecko) Chrome/39.0.859.0 Mobile Safari/5332";TD;1733984374;90477
241;7af71f17-1977-483c-a319-6f29c27f61d7;"Opera/10.10 (Windows 98; Win 9x 4.90; en-US) Presto/2.10.278 Version/13.00";FR;1733994567;32833
242;b3daa4ed-abae-427a-a17a-3f53edab76ce;"Opera/8.66 (Windows NT 5.2; en-US) Presto/2.10.220 Version/12.00";ZA;1733922915;66930
243;bad82ee0-7d5f-402d-9b7a-ded0ccecdc64;"Mozilla/5.0 (Windows CE; en-US; rv:1.9.0.20) Gecko/1993-08-01 Firefox/35.0";GE;1734006801;93522
244;1468cd14-b83d-4869-b639-cc4bd2707e6a;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_6 rv:7.0) Gecko/1956-28-02 Firefox/36.0";AO;1734078810;25965
245;80dc6dd2-5588-4a0c-9e38-7dee774f4fe0;"Opera/9.35 (X11; Linux x86_64; en-US) Presto/2.11.306 Version/12.00";NF;1734082079;72921
246;8582f6a5-5f0e-4ffa-805e-29d208ff9d29;"Mozilla/5.0 (X11; Linux i686; rv:7.0) Gecko/1965-15-11 Firefox/36.0";PH;1734024925;21375
247;0b8db158-de48-44df-be4b-c918279aad6d;"Opera/10.52 (X11; Linux x86_64; en-US) Presto/2.12.269 Version/10.00";SO;1734071530;22104
248;253f7405-4668-4079-a3b3-bf44a8da1336;"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5340 (KHTML, like Gecko) Chrome/38.0.887.0 Mobile Safari/5340";KR;1733984307;66649
249;4a81c346-f180-4531-b30c-44868dbc3429;Mozilla/5.0 (Windows NT 6.0) AppleWebKit/5350 (KHTML, like Gecko) Chrome/39.0.826.0 Mobile Safari/5350;IR;1733970325;34077
250;860ec11e-0e51-49e2-8abc-6e1cff0bbf65;"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_7) AppleWebKit/5361 (KHTML, like Gecko) Chrome/37.0.863.0 Mobile Safari/5361";NU;1733954161;28321
251;612e3c31-b80e-450e-8eff-b6badde69557;"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5352 (KHTML, like Gecko) Chrome/39.0.839.0 Mobile Safari/5352";GQ;1733982328;82763
252;afc04759-f7f8-4830-916b-4ede86d5401b;Mozilla/5.0 (Windows NT 5.01) AppleWebKit/5340 (KHTML, like Gecko) Chrome/38.0.824.0 Mobile Safari/5340;TD;1734081195;76796
253;eb425308-9595-4102-8bac-f0fcf9d945d0;"Mozilla/5.0 (X11; Linux x86_64; rv:6.0) Gecko/1953-26-07 Firefox/35.0";RE;1734076756;83864
254;c73a2cdd-0bd7-4f8a-9315-d68ac1c3a2ee;"Mozilla/5.0 (Windows 98; Win 9x 4.90) AppleWebKit/5351 (KHTML, like Gecko) Chrome/39.0.869.0 Mobile Safari/5351";GM;1734026169;30421
255;5001d5b9-d2d6-469b-b757-31603e434124;"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_6) AppleWebKit/5362 (KHTML, like Gecko) Chrome/40.0.889.0 Mobile Safari/5362";AT;1733943360;46616
256;e9adfaef-a4be-40ef-b956-0a23a1a1d2ba;Mozilla/5.0 (Windows NT 5.1) AppleWebKit/5332 (KHTML, like Gecko) Chrome/40.0.830.0 Mobile Safari/5332;YU;1734083015;46576
257;b703fd63-6789-40c7-920b-b7f30eb55678;"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_10) AppleWebKit/5332 (KHTML, like Gecko) Chrome/39.0.817.0 Mobile Safari/5332";MM;1733964362;22274
258;7c7c3bdd-0b0d-49b6-9d7e-0b70fb0ebc75;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_9) AppleWebKit/5332 (KHTML, like Gecko) Chrome/38.0.872.0 Mobile Safari/5332";GY;1733920809;79846
259;efbc9c38-b184-482f-9f14-31c430fecd01;"Mozilla/5.0 (Windows NT 6.0; en-US; rv:1.9.0.20) Gecko/2022-13-10 Firefox/35.0";SM;1733931807;51965
260;7cdfa272-e0f5-4b67-8c8c-5aaddffb8950;"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_10) AppleWebKit/5310 (KHTML, like Gecko) Chrome/36.0.801.0 Mobile Safari/5310";CA;1733968014;15420
261;b67f055e-c590-41c9-8de2-44e927960e7d;Mozilla/5.0 (Windows 95) AppleWebKit/5320 (KHTML, like Gecko) Chrome/39.0.839.0 Mobile Safari/5320;BT;1733961161;37586
262;fb85a592-c6ce-48dc-b782-138fd27a23aa;"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_3 rv:5.0; en-US) AppleWebKit/535.15.6 (KHTML, like Gecko) Version/6.2 Safari/535.15.6";PM;1733944544;67712
263;cba18302-271e-4601-8a70-839bc116a726;"Opera/8.99 (X11; Linux i686; en-US) Presto/2.8.175 Version/12.00";HR;1733969276;10098
264;2ec0c60d-cc13-46e2-8201-1aca5f484e35;"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_4 rv:4.0; en-US) AppleWebKit/533.43.2 (KHTML, like Gecko) Version/5.1 Safari/533.43.2";CX;1734057116;10134
265;8c588587-2e93-4f3d-a2a5-c1a198d4a3c2;"Mozilla/5.0 (X11; Linux i686; rv:7.0) Gecko/1965-20-05 Firefox/35.0";CR;1734029342;50574
