item_id;supplier;category_id;color;size;price;stock_level
2525;FarmLogs;23612;Red;8;42.64;
2526;Walk Score;33213;MediumTurquoise;5;36.22;
2527;GitHub;68903;DarkSlateBlue;5;39.11;
2528;Socrata;71053;DarkTurquoise;4;53.68;
2529;Ceiba Solutions;36877;Gray;7;65.62;
2530;Junyo;49191;MediumTurquoise;4;31.20;
2531;StreetEasy;72572;LawnGreen;5;79.18;
2532;Graematter, Inc.;10173;MistyRose;8;76.01;
2533;Experian;93576;Fuchsia;5;68.84;
2534;StreetEasy;99416;HotPink;7;25.62;
2535;Castle Biosciences;53640;MediumPurple;5;74.28;
2536;VisualDoD, LLC;56919;Maroon;7;27.77;
2537;Whitby Group;18080;DimGray;8;69.56;
2538;Wheaton World Wide Moving;75099;Gray;6;79.97;
2539;Innovest Systems;11149;Cornsilk;8;79.12;
2540;Informatica;85097;Orange;5;51.38;
2541;KidAdmit, Inc.;90007;DarkCyan;6;34.79;
2542;OptumInsight;49235;DarkSlateGray;4;66.35;
2543;indoo.rs;45037;Green;8;61.13;
2544;Zillow;75807;GreenYellow;4;36.67;
2545;PricewaterhouseCoopers (PWC);34941;Magenta;8;60.46;
2546;People Power;68436;CadetBlue;7;23.92;
2547;Alltuition;53483;Snow;8;72.10;
2548;Wheaton World Wide Moving;47151;SkyBlue;7;78.88;
2549;Evidera;89907;MidnightBlue;7;72.91;
2550;TrialX;59474;Brown;7;50.34;
2551;optiGov;21009;MintCream;5;36.46;
2552;Department of Better Technology;36448;DarkSlateGray;4;69.78;
2553;Redfin;47046;Gray;7;40.65;
2554;USAA Group;11790;LightGray;5;42.33;
2555;Zebu Compliance Solutions;49815;Plum;7;71.25;
2556;ConnectEDU;14849;MediumPurple;7;60.58;
2557;ProPublica;54490;SlateBlue;8;69.59;
2558;Innovest Systems;86152;LightSkyBlue;7;61.29;
2559;ideas42;40962;Black;7;40.66;
2560;mHealthCoach;29017;MediumBlue;8;50.00;
2561;Plus-U;10237;FireBrick;5;48.85;
2562;PublicEngines;32500;PaleTurquoise;4;78.53;
2563;PeerJ;80231;IndianRed ;8;73.94;
2564;Archimedes Inc.;89110;CornflowerBlue;5;46.63;
2565;Citigroup;99268;Olive;8;20.01;
2566;Weather Decision Technologies;24543;GhostWhite;6;47.21;
2567;LexisNexis;41153;DarkViolet;8;41.53;
2568;WaterSmart Software;5683;Tan;4;72.46;
2569;48 Factoring Inc.;2194;NavajoWhite;5;55.03;
2570;gRadiant Research LLC;12430;DarkGray;7;47.98;
2571;Appallicious;58866;Cyan;7;51.00;
2572;Kimono Labs;65752;DarkTurquoise;8;61.61;
2573;Enigma.io;37324;Moccasin;5;63.44;
2574;Aunt Bertha, Inc.;55616;Red;5;42.99;
2575;Business and Legal Resources;90281;BurlyWood;8;59.89;
2576;DataLogix;10971;MediumPurple;6;73.68;
2577;Intermap Technologies;3792;Chartreuse;7;66.30;
2578;InnoCentive;83556;DarkOliveGreen;7;76.82;
2579;Analytica;7758;PaleGreen;8;54.03;
2580;Department of Better Technology;43787;DarkOliveGreen;7;54.50;
2581;karmadata;91624;LightYellow;8;41.47;
2582;Yelp;76118;MediumTurquoise;6;68.09;
2583;Acxiom;14633;RoyalBlue;4;60.88;
2584;Embark;20903;LightSlateGray;4;60.28;
2585;McKinsey;99981;Brown;5;70.22;
2586;Cloudmade;25131;Sienna;5;33.62;
2587;Healthline;97663;DarkBlue;5;61.81;
2588;Amida Technology Solutions;72523;Wheat;5;29.36;
2589;Webitects;4155;BurlyWood;4;62.23;
2590;POPVOX;94585;Orange;5;45.21;
2591;Cerner;98414;MediumSeaGreen;7;53.06;
2592;Informatica;28244;Gold;4;57.38;
2593;Ayasdi;48687;Salmon;8;24.16;
2594;Compendia Bioscience Life Technologies;23014;LightPink;7;45.56;
2595;Xcential;25834;Purple;8;20.68;
2596;Iodine;60564;DarkSeaGreen;7;66.24;
2597;Rand McNally;26559;DeepSkyBlue;4;62.60;
2598;Fitch;67580;DodgerBlue;7;22.41;
2599;Quertle;75443;RoyalBlue;4;64.84;
2600;PublicEngines;65968;PaleTurquoise;6;72.75;
2601;Mozio;62967;DimGrey;4;54.09;
2602;Gallup;1115;OldLace;8;38.66;
2603;TrialTrove;49256;FireBrick;8;79.95;
2604;Credit Sesame;68927;Magenta;4;29.61;
2605;Personal Democracy Media;16774;LightGreen;7;72.24;
2606;Honest Buildings;42256;PaleGoldenRod;5;37.84;
2607;AtSite;27418;Fuchsia;6;67.60;
2608;Way Better Patents;12445;DodgerBlue;8;34.61;
2609;Farmers;60896;SteelBlue;5;24.50;
2610;KidAdmit, Inc.;70229;Teal;5;60.83;
2611;AccuWeather;81016;Snow;8;46.05;
2612;Clean Power Finance;25437;RoyalBlue;8;77.39;
2613;McGraw Hill Financial;44620;Moccasin;6;64.88;
2614;Impaq International;35703;Thistle;7;72.39;
2615;Zebu Compliance Solutions;7163;AliceBlue;7;77.65;
2616;Weather Underground;26512;LightPink;4;29.55;
2617;LOGIXDATA, LLC;25477;Gold;6;22.80;
2618;FlightView;72048;Linen;7;55.70;
2619;Robinson + Yu;26956;NavajoWhite;6;66.01;
2620;Seabourne;19254;MediumOrchid;5;34.91;
2621;Vital Axiom | Niinja;98701;Gray;7;70.14;
2622;Recargo;22565;FireBrick;5;65.11;
2623;Way Better Patents;88011;DeepSkyBlue;5;51.24;
2624;MicroBilt Corporation;65036;Cyan;6;40.76;
2625;Charles Schwab Corp.;52433;LemonChiffon;4;35.83;
2626;Code for America;56633;OldLace;4;42.95;
2627;Kimono Labs;30364;Blue;5;23.86;
2628;Archimedes Inc.;47734;Blue;6;54.13;
2629;RAND Corporation;10550;White;8;38.31;
2630;Avvo;53989;Aquamarine;5;43.75;
2631;NuCivic;29228;PaleGreen;4;23.64;
2632;ReciPal;93084;CornflowerBlue;8;37.71;
2633;Lucid;76144;Blue;8;24.13;
2634;Locavore;18916;Moccasin;6;51.56;
2635;Credit Karma;41870;MediumSeaGreen;7;29.93;
2636;Farmers;14394;AntiqueWhite;8;50.88;
2637;AccuWeather;86076;CadetBlue;4;79.15;
2638;Gallup;17505;LightYellow;8;43.72;
2639;FlightAware;65268;PaleGreen;7;65.88;
2640;Mango Transit;98679;Brown;7;31.32;
2641;Liquid Robotics;53582;Moccasin;4;28.06;
2642;Poncho App;93247;SlateGray;6;63.26;
2643;Equifax;42349;Plum;4;72.42;
2644;Teradata;80576;GhostWhite;6;55.70;
2645;BaleFire Global;35351;Green;8;25.66;
2646;The Bridgespan Group;77421;SkyBlue;6;42.70;
2647;Brightscope;54490;LightBlue;4;38.37;
2648;Knowledge Agency;58061;LightSlateGray;7;24.75;
2649;Mapbox;67997;Indigo ;5;73.27;
2650;Datamyne;34719;DarkTurquoise;8;44.22;
2651;Zillow;30740;RoyalBlue;7;58.56;
2652;Locavore;60108;SeaShell;4;79.44;
2653;Avalara;71630;CornflowerBlue;5;54.13;
2654;Bridgewater;24625;LightSeaGreen;8;26.30;
2655;OTC Markets;34454;DarkOrchid;5;27.26;
2656;StreetCred Software, Inc;10839;MediumAquaMarine;8;79.18;
2657;BaleFire Global;63961;Linen;5;34.30;
2658;Social Health Insights;21344;SandyBrown;8;67.55;
2659;5PSolutions;52970;MediumSlateBlue;6;35.81;
2660;Revaluate;37055;Beige;6;54.27;
2661;Noesis;1061;MediumPurple;8;59.46;
2662;Govzilla, Inc.;10965;Lime;5;67.21;
2663;Zoner;88167;OliveDrab;4;71.03;
2664;Smartronix;21609;Cyan;6;28.32;
2665;Intelius;31020;DarkGreen;7;51.04;
2666;Lucid;65409;AntiqueWhite;7;72.25;
2667;Orlin Research;32100;BlanchedAlmond;5;49.88;
2668;InfoCommerce Group;46137;DarkMagenta;4;71.53;
2669;MicroBilt Corporation;41228;DarkGreen;6;51.12;
2670;USSearch;18295;Maroon;8;57.01;
2671;Telenav;91178;SlateBlue;7;33.04;
2672;T. Rowe Price;2032;LightGreen;5;57.85;
2673;MedWatcher;52053;DarkSalmon;7;79.46;
2674;SpeSo Health;39506;Beige;7;72.67;
2675;Stormpulse;20924;Magenta;5;23.04;
2676;Vitals;35656;Lime;4;34.03;
2677;ReciPal;49349;Cyan;6;77.26;
2678;OpenPlans;86035;Lavender;4;77.10;
2679;CONNECT-DOT LLC.;57755;Tomato;5;67.29;
2680;Bloomberg;29033;SlateBlue;6;72.26;
2681;CareSet Systems;23386;LightSeaGreen;7;79.99;
2682;LegiNation, Inc.;37008;Coral;6;34.90;
2683;KPMG;5088;SpringGreen;7;29.12;
2684;Collective IP;98644;LightSlateGray;7;28.16;
2685;MetLife;89903;DarkSlateBlue;8;73.62;
2686;Reed Elsevier;14145;DarkGoldenRod;7;45.43;
2687;Capital Cube;50345;LightSkyBlue;8;48.00;
2688;POPVOX;92405;Maroon;7;71.77;
2689;iMedicare;69961;DarkTurquoise;5;40.65;
2690;Headlight;22208;DimGray;5;20.21;
2691;Vimo;37357;GoldenRod;5;23.47;
2692;optiGov;77244;Red;7;40.93;
2693;Galorath Incorporated;65747;DarkOrchid;7;47.50;
2694;Rapid Cycle Solutions;18107;Salmon;5;40.06;
2695;Revelstone;46014;BurlyWood;5;21.24;
2696;Equilar;34912;LemonChiffon;6;64.63;
2697;BaleFire Global;87959;DarkKhaki;5;29.70;
2698;National Van Lines;76036;Indigo ;4;50.33;
2699;Biovia;36654;Pink;4;30.58;
2700;The Bridgespan Group;89291;CadetBlue;7;41.37;
2701;Boundless;30225;DarkSlateGray;4;28.24;
2702;BuildZoom;36665;Azure;7;69.33;
2703;HealthMap;92698;SlateGray;8;33.73;
2704;Booz Allen Hamilton;95488;AliceBlue;8;57.71;
2705;Ceiba Solutions;57573;HotPink;5;38.72;
2706;Cambridge Information Group;25636;BlanchedAlmond;6;25.33;
2707;BillGuard;10748;RosyBrown;7;77.87;
2708;Glassy Media;21667;DarkKhaki;4;66.94;
2709;Cloudspyre;63376;Turquoise;4;56.87;
2710;SimpleTuition;34843;DarkMagenta;6;65.74;
2711;CareSet Systems;14848;Salmon;5;66.16;
2712;BaleFire Global;9960;MediumAquaMarine;8;62.82;
2713;Pave;58124;Chocolate;6;58.56;
2714;Morningstar, Inc.;33723;LimeGreen;5;52.56;
2715;Knowledge Agency;63187;Darkorange;8;45.23;
2716;Environmental Data Resources;82700;Brown;8;55.66;
2717;Credit Sesame;67375;DarkGray;7;28.27;
2718;Ontodia, Inc;24236;PaleTurquoise;8;32.63;
2719;5PSolutions;57273;Pink;5;54.08;
2720;Experian;40480;Peru;4;70.19;
2721;OpenCounter;30590;OrangeRed;5;66.58;
2722;Verdafero;24688;SpringGreen;5;73.59;
2723;5PSolutions;18263;Sienna;6;31.16;
2724;Dabo Health;17712;Olive;4;23.74;
2725;Center for Responsive Politics;72540;MediumSpringGreen;8;53.09;
2726;Energy Solutions Forum;16580;Snow;8;21.50;
2727;Alltuition;87779;Purple;8;45.00;
2728;Certara;76600;Maroon;5;30.72;
2729;Biovia;33056;Gray;4;34.98;
2730;Code-N;41753;Crimson;8;54.13;
2731;Glassy Media;80978;DarkRed;4;56.14;
2732;Propeller Health;70942;CadetBlue;8;67.00;
2733;Xignite;62028;GhostWhite;8;38.23;
2734;Kyruus;64401;Fuchsia;4;71.06;
2735;Bing;94206;MediumPurple;5;59.01;
2736;Solar Census;84571;Aqua;4;48.40;
2737;Civinomics;97083;MistyRose;7;39.85;
2738;PYA Analytics;2069;Azure;6;77.58;
2739;Geolytics;41282;Brown;4;30.35;
2740;Azavea;82221;LightCyan;8;59.46;
2741;Geoscape;96131;Khaki;5;35.06;
2742;Liquid Robotics;93575;MediumAquaMarine;5;53.78;
2743;Seabourne;80680;Magenta;8;38.83;
2744;Lending Club;69276;Plum;5;29.49;
2745;Investormill;60946;Violet;4;77.43;
2746;Geofeedia;13637;Tomato;4;42.07;
2747;BlackRock;87272;LavenderBlush;7;74.35;
2748;Splunk;86216;Turquoise;6;27.79;
2749;AccuWeather;8401;PaleVioletRed;4;48.42;
2750;Archimedes Inc.;72739;White;6;74.21;
2751;RAND Corporation;85460;PowderBlue;6;34.46;
2752;Alarm.com;19659;GoldenRod;7;27.36;
2753;Datamyne;40423;LightPink;4;22.59;
2754;Chubb;41385;LightSteelBlue;6;56.70;
2755;Evidera;46207;SaddleBrown;7;62.86;
2756;MuckRock.com;6753;CadetBlue;7;53.56;
2757;HealthMap;53618;DarkOrchid;8;72.58;
2758;Farmers;11729;DeepSkyBlue;7;54.25;
2759;United Mayflower;75262;Gold;7;23.05;
2760;Kroll Bond Ratings Agency;56555;Magenta;6;55.98;
2761;eInstitutional;61488;BlanchedAlmond;8;71.55;
2762;JJ Keller;79252;MistyRose;5;66.40;
2763;Credit Karma;42638;DarkGoldenRod;5;76.98;
2764;Moody's;7515;DimGrey;7;65.46;
2765;Smart Utility Systems;31724;SlateBlue;7;62.72;
2766;IFI CLAIMS Patent Services;48502;DimGrey;8;39.60;
2767;Lawdragon;22244;Brown;6;63.45;
2768;College Abacus, an ECMC initiative;16930;GoldenRod;5;70.64;
2769;ProgrammableWeb;60432;Blue;5;37.73;
2770;TrustedID;52049;CornflowerBlue;5;33.09;
2771;AccuWeather;41376;MediumSlateBlue;6;33.47;
2772;PossibilityU;47559;White;6;46.15;
2773;TransparaGov;53194;Tan;4;56.48;
2774;WebFilings;52912;Khaki;4;56.99;
2775;Progressive Insurance Group;69685;Aquamarine;7;78.95;
2776;iTriage;40755;MediumPurple;7;64.48;
2777;Appallicious;50044;LightSkyBlue;5;64.48;
2778;Locavore;32133;MidnightBlue;4;37.76;
2779;IBM;75365;Gold;5;42.66;
2780;Porch;31394;MediumSlateBlue;6;35.87;
2781;PublicEngines;32133;MintCream;8;60.44;
2782;Google Maps;96470;Violet;6;69.23;
2783;Fuzion Apps, Inc.;90623;PeachPuff;6;45.88;
2784;T. Rowe Price;2142;LightGray;6;52.58;
2785;Geolytics;22987;NavajoWhite;4;56.29;
2786;optiGov;69535;Crimson;6;60.01;
2787;The DocGraph Journal;13481;MediumPurple;7;24.64;
2788;Equal Pay for Women;97157;LightPink;7;45.84;
2789;Careset.com;97308;DarkRed;5;77.43;
2790;The Schork Report;55022;FloralWhite;5;77.77;
2791;SimpleTuition;86431;DarkCyan;5;75.52;
2792;Splunk;48883;YellowGreen;8;26.44;
2793;The Bridgespan Group;30521;SpringGreen;4;33.06;
2794;LegiStorm;337;LightYellow;8;75.08;
2795;Way Better Patents;9274;PaleTurquoise;7;70.25;
2796;Unigo LLC;47252;LimeGreen;4;46.21;
2797;ProgrammableWeb;81266;PaleTurquoise;6;28.76;
2798;Charles River Associates;62874;GhostWhite;8;26.09;
2799;Graebel Van Lines;18097;Brown;8;52.97;
2800;Progressive Insurance Group;57847;Chartreuse;8;48.51;
2801;Clean Power Finance;79824;PaleVioletRed;6;20.84;
2802;AllState Insurance Group;25546;LightGreen;6;61.47;
2803;Cappex;65165;Maroon;8;69.06;
2804;Russell Investments;60705;SlateBlue;6;25.77;
2805;Quertle;18558;PowderBlue;5;56.22;
2806;Alarm.com;53211;Cornsilk;7;43.84;
2807;Socrata;41724;GreenYellow;7;29.72;
2808;T. Rowe Price;58405;MediumAquaMarine;7;34.63;
2809;American Red Ball Movers;78090;LimeGreen;8;33.31;
2810;Mint;78636;Orange;7;53.45;
2811;Boston Consulting Group;80150;AntiqueWhite;4;77.70;
2812;Overture Technologies;34512;RosyBrown;7;54.79;
2813;Spikes Cavell Analytic Inc;72956;PapayaWhip;7;61.88;
2814;Municode;63620;DarkGreen;5;42.76;
2815;AtSite;64589;FloralWhite;7;77.77;
2816;Numedii;98947;SlateBlue;4;66.40;
2817;5PSolutions;74413;CadetBlue;4;70.36;
2818;USSearch;97297;Ivory;8;63.10;
2819;POPVOX;4188;Chartreuse;8;36.24;
2820;IPHIX;81328;Green;7;61.92;
2821;Honest Buildings;54831;Orange;4;32.43;
2822;Kroll Bond Ratings Agency;37061;LightSlateGray;4;45.09;
2823;BuildZoom;8344;Cyan;7;54.63;
2824;Synthicity;3665;LawnGreen;8;63.82;
2825;Environmental Data Resources;97392;AliceBlue;7;27.43;
2826;Mozio;55458;LightPink;7;38.16;
2827;Govini;92763;Ivory;5;47.20;
2828;Code-N;46963;IndianRed ;5;67.00;
2829;Kimono Labs;9399;LightGreen;4;68.62;
2830;Lilly Open Innovation Drug Discovery;29535;LightSalmon;4;63.17;
2831;T. Rowe Price;85025;DarkBlue;8;36.51;
2832;Headlight;52480;Brown;7;42.24;
2833;HealthMap;31666;Snow;4;22.89;
2834;Ceiba Solutions;2982;AntiqueWhite;6;49.46;
2835;Revelstone;12393;MistyRose;8;52.84;
2836;Junyo;52325;SeaShell;7;38.34;
2837;Govzilla, Inc.;81066;DarkGray;5;62.61;
2838;Robinson + Yu;95283;Lavender;6;23.58;
2839;eScholar LLC.;10736;DarkGreen;8;32.86;
2840;Informatica;38066;Crimson;4;50.82;
2841;Overture Technologies;84564;SlateGray;7;32.17;
2842;RedLaser;8561;PapayaWhip;7;72.36;
2843;Thinknum;23436;BurlyWood;7;34.38;
2844;The DocGraph Journal;50879;DarkSlateGray;4;31.94;
2845;Collective IP;83196;MediumSeaGreen;5;47.70;
2846;BaleFire Global;44095;PapayaWhip;4;60.11;
2847;ASC Partners;32398;Violet;7;66.02;
2848;FindTheBest.com;17939;White;5;59.98;
2849;Xcential;45166;HotPink;7;66.23;
2850;Esri;432;Linen;4;40.46;
2851;SpeSo Health;5813;Silver;5;24.07;
2852;Healthline;31033;Wheat;6;70.20;
2853;IW Financial;85603;Black;7;32.07;
2854;iMedicare;50606;Thistle;5;42.68;
2855;Food+Tech Connect;43589;DarkMagenta;7;48.13;
2856;Urban Airship;78372;LimeGreen;5;57.25;
2857;Merrill Corp.;5677;LightBlue;5;77.99;
2858;Nautilytics;30357;Aquamarine;8;66.71;
2859;YourMapper;4770;LightPink;6;38.50;
2860;Personal, Inc.;19653;LawnGreen;5;29.84;
2861;Biovia;46953;MidnightBlue;6;77.31;
2862;Careset.com;328;OrangeRed;6;43.64;
2863;Earth Networks;30433;DarkGoldenRod;8;79.56;
2864;Stormpulse;1231;PaleTurquoise;4;69.08;
2865;Quertle;58247;SeaShell;5;56.67;
2866;Splunk;32261;Ivory;4;29.49;
2867;CityScan;65128;SeaGreen;8;37.22;
2868;BlackRock;86279;Pink;7;59.09;
2869;Fidelity Investments;62048;OldLace;6;62.62;
2870;Kyruus;41798;Wheat;6;77.27;
2871;Marlin & Associates;31526;MediumBlue;6;30.92;
2872;Municode;41957;Ivory;6;29.62;
2873;Legal Science Partners;6445;SpringGreen;5;37.53;
2874;Urban Airship;17892;CornflowerBlue;7;53.99;
2875;RAND Corporation;97223;GoldenRod;4;53.41;
2876;Noesis;72846;DarkSeaGreen;7;22.97;
2877;CitySourced;21694;Wheat;7;25.20;
2878;Morningstar, Inc.;43338;Yellow;6;61.35;
2879;Quertle;68886;PaleGreen;5;72.39;
2880;Center for Responsive Politics;903;FireBrick;6;53.21;
2881;Compendia Bioscience Life Technologies;119;Aqua;7;45.11;
2882;Chemical Abstracts Service;75137;DarkTurquoise;5;48.77;
2883;Geofeedia;64449;LemonChiffon;8;47.91;
2884;Socrata;30079;GreenYellow;8;61.71;
2885;OSIsoft;95794;Salmon;8;54.94;
2886;Spikes Cavell Analytic Inc;82753;LightSlateGray;4;47.59;
2887;PeerJ;7129;Ivory;5;51.73;
2888;LexisNexis;26539;Red;5;73.95;
2889;OpenGov;47989;Coral;6;48.70;
2890;PYA Analytics;60321;Darkorange;7;47.61;
2891;J.P. Morgan Chase;87672;Chartreuse;6;78.88;
2892;Graebel Van Lines;8775;DimGray;4;49.10;
2893;Mint;54440;DarkSlateBlue;7;58.41;
2894;The Bridgespan Group;96675;Teal;4;21.50;
2895;MarketSense;64150;DimGrey;7;45.48;
2896;Graematter, Inc.;61145;Magenta;7;41.11;
2897;Aureus Sciences (*Now part of Elsevier);44097;SaddleBrown;5;37.24;
2898;KPMG;51559;Coral;4;53.72;
2899;Plus-U;75596;Magenta;7;67.27;
2900;Fuzion Apps, Inc.;803;NavajoWhite;5;44.54;
2901;Personalis;21911;Peru;6;49.43;
2902;Mint;43253;RosyBrown;4;54.29;
2903;Whitby Group;80778;Violet;4;54.56;
2904;SmartAsset;5232;Red;7;23.86;
2905;Cloudspyre;54336;Silver;4;45.23;
2906;Marinexplore, Inc.;9509;SlateGray;7;45.40;
2907;MapQuest;54813;MediumVioletRed;5;76.08;
2908;Retroficiency;98;Azure;6;65.60;
2909;Impact Forecasting (Aon);51057;MediumPurple;8;32.43;
2910;NerdWallet;42353;DarkTurquoise;8;76.28;
2911;Cloudmade;5195;White;4;34.52;
2912;FlightAware;40776;LightSkyBlue;8;39.04;
2913;InnoCentive;25690;DarkGoldenRod;6;47.85;
2914;Tableau Software;3686;PaleTurquoise;6;59.08;
2915;ideas42;70007;Chartreuse;8;56.06;
2916;Personal, Inc.;32469;Turquoise;5;37.14;
2917;PayScale, Inc.;27451;Gray;6;64.46;
2918;Allied Van Lines;39378;Chocolate;5;73.31;
2919;IW Financial;42895;AntiqueWhite;4;35.78;
2920;Housefax;9559;Lime;4;28.23;
2921;WaterSmart Software;21434;Fuchsia;7;29.77;
2922;TagniFi;26258;Plum;5;65.63;
2923;Remi;20482;DarkViolet;5;36.00;
2924;POPVOX;46652;Darkorange;7;43.72;
2925;Geofeedia;45052;Silver;5;49.81;
2926;OpenPlans;20086;LightGreen;7;71.48;
2927;Azavea;31806;DarkGray;4;54.81;
2928;ProPublica;1694;Salmon;5;21.72;
2929;Innovest Systems;80601;DarkSlateGray;8;48.02;
2930;Scale Unlimited;82538;DarkSlateGray;7;38.07;
2931;NERA Economic Consulting;82817;SlateBlue;8;52.90;
2932;Rivet Software;36934;Plum;8;47.10;
2933;PatientsLikeMe;10119;LavenderBlush;7;55.18;
2934;Workhands;44993;Silver;6;75.12;
2935;United Mayflower;32439;Yellow;4;51.26;
2936;Mango Transit;87268;WhiteSmoke;8;40.67;
2937;Noveda Technologies;23023;LightCoral;6;61.69;
2938;Innography;61710;PaleVioletRed;4;78.86;
2939;Civic Impulse LLC;77637;CornflowerBlue;6;23.05;
2940;Farmers;15947;LightYellow;7;60.09;
2941;Xignite;506;LightSeaGreen;5;35.32;
2942;McKinsey;57833;RoyalBlue;4;34.92;
2943;CGI;8339;AntiqueWhite;4;45.80;
2944;HealthPocket, Inc.;3338;Thistle;5;36.63;
2945;Geofeedia;48406;SlateGray;5;20.54;
2946;Jurispect;63357;Lavender;5;32.02;
2947;Headlight;92935;FloralWhite;5;64.57;
2948;LOGIXDATA, LLC;50239;SandyBrown;5;31.90;
2949;DataMade;44290;SeaShell;8;54.86;
2950;SocialEffort Inc;67654;Green;4;75.19;
2951;Stormpulse;80727;HoneyDew;8;42.59;
2952;Charles River Associates;33397;MidnightBlue;4;60.91;
2953;Govini;18008;MistyRose;8;29.45;
2954;SnapSense;3049;Peru;7;27.67;
2955;GenoSpace;10809;Gainsboro;5;63.47;
2956;RedLaser;77766;LavenderBlush;6;63.76;
2957;Parsons Brinckerhoff;25547;CadetBlue;7;67.17;
2958;Nationwide Mutual Insurance Company;76243;ForestGreen;4;74.55;
2959;U.S. News Schools;96202;DarkCyan;7;35.84;
2960;Food+Tech Connect;52789;LightPink;6;55.89;
2961;WebMD;60555;GoldenRod;5;42.62;
2962;College Board;22590;Aqua;6;75.53;
2963;OpportunitySpace, Inc.;96978;PowderBlue;7;54.87;
2964;Thomson Reuters;44547;ForestGreen;6;35.77;
2965;Politify;35074;CadetBlue;7;66.21;
2966;Rezolve Group;65458;Salmon;6;20.47;
2967;Consumer Reports;45981;LawnGreen;8;70.14;
2968;FindTheBest.com;8481;GreenYellow;6;36.79;
2969;ProgrammableWeb;50893;PaleVioletRed;4;66.02;
2970;Connotate;81250;LightCoral;4;63.73;
2971;Cloudspyre;94788;IndianRed ;4;62.59;
2972;Amida Technology Solutions;68659;Peru;4;59.99;
2973;U.S. News Schools;58064;Salmon;4;62.77;
2974;Genability;26022;Black;7;29.56;
2975;OpenPlans;3175;SlateGray;8;70.18;
2976;Ensco;73453;WhiteSmoke;6;64.86;
2977;First Fuel Software;26523;Azure;6;40.59;
2978;SocialEffort Inc;50270;Tomato;8;22.16;
2979;Smart Utility Systems;46950;MediumOrchid;5;78.93;
2980;IW Financial;80133;MediumSpringGreen;6;57.66;
2981;Rank and Filed;39313;CornflowerBlue;5;76.66;
2982;Reed Elsevier;90512;Salmon;8;69.74;
2983;Zillow;10463;MediumTurquoise;6;39.41;
2984;Experian;26049;GoldenRod;6;71.04;
2985;NextBus;94889;Chartreuse;6;37.47;
2986;Yahoo;50267;Aqua;4;39.27;
2987;Vitals;58749;Ivory;8;28.37;
2988;Personalis;65008;AntiqueWhite;6;27.73;
2989;Personalis;58414;LightPink;6;25.30;
2990;People Power;7676;Maroon;5;53.00;
2991;ClearHealthCosts;99085;DimGrey;8;59.84;
2992;Weather Decision Technologies;10167;SkyBlue;7;45.16;
2993;Citigroup;12293;Green;8;38.48;
2994;Zoner;12463;MediumBlue;5;68.78;
2995;AccuWeather;8189;Chocolate;6;76.44;
2996;GreatSchools;11764;MediumSlateBlue;5;42.12;
2997;Russell Investments;26532;Lime;6;21.26;
2998;Ceiba Solutions;79815;SkyBlue;5;53.54;
2999;Roadify Transit;17209;RoyalBlue;4;62.73;
3000;LOGIXDATA, LLC;47985;Beige;7;67.78;
3001;Yelp;23225;Turquoise;5;28.67;
3002;Moody's;97964;AntiqueWhite;4;75.48;
3003;Ecodesk;23646;Orange;8;37.08;
3004;Boston Consulting Group;57302;Aquamarine;8;73.63;
3005;AllState Insurance Group;16311;Coral;6;30.68;
3006;SolarList;99170;DarkGray;6;59.20;
3007;LOGIXDATA, LLC;78866;Plum;4;30.97;
3008;Boundless;27031;Lavender;5;73.61;
3009;AtSite;5062;Snow;5;42.29;
3010;Geofeedia;74284;DarkGreen;6;46.70;
3011;Maponics;69654;Chocolate;5;79.14;
3012;Workhands;77873;SandyBrown;8;27.93;
3013;Urban Airship;7702;OrangeRed;4;44.43;
3014;WattzOn;2922;LightBlue;5;74.22;
3015;Moody's;61183;Red;5;49.18;
3016;Arrive Labs;61479;Darkorange;5;29.87;
3017;iFactor Consulting;32319;DarkSeaGreen;6;61.02;
3018;Geolytics;57336;Maroon;6;63.69;
3019;Bloomberg;74099;Brown;7;46.87;
3020;Impact Forecasting (Aon);23377;Thistle;5;53.27;
3021;Wolfram Research;78991;FloralWhite;6;55.19;
3022;Workhands;31623;Aquamarine;4;69.92;
3023;Consumer Reports;49328;Yellow;8;25.62;
3024;Optensity;94052;LightGreen;6;68.01;
3025;TowerData;5681;Tan;4;33.89;
3026;AreaVibes Inc.;81728;PeachPuff;5;50.07;
3027;Innography;34185;Wheat;5;25.99;
3028;Aquicore;88009;AntiqueWhite;4;46.92;
3029;Parsons Brinckerhoff;98962;LightSteelBlue;8;53.47;
3030;CitySourced;44844;SandyBrown;4;58.83;
3031;Suddath;24231;MediumPurple;7;52.18;
3032;TransparaGov;88106;MediumBlue;4;72.19;
3033;Honest Buildings;19437;NavajoWhite;4;21.98;
3034;LOGIXDATA, LLC;52082;SlateBlue;4;26.13;
3035;Code-N;99818;Linen;8;49.48;
3036;S&P Capital IQ;49088;DarkSlateGray;8;64.08;
3037;FutureAdvisor;18565;Lime;7;21.04;
3038;Lenddo;87911;PaleGreen;5;34.90;
3039;Development Seed;45251;MediumTurquoise;5;57.05;
3040;MapQuest;59531;GreenYellow;8;43.82;
3041;Bridgewater;42952;LawnGreen;8;34.91;
3042;Xatori;97823;SpringGreen;5;79.45;
3043;Revaluate;45916;Sienna;8;63.50;
3044;AutoGrid Systems;81466;MediumBlue;8;66.65;
3045;CostQuest;44544;LightSteelBlue;5;44.24;
