item_id;supplier;category_id;color;size;price;abcvd
4223;Predilytics;35621;Salmon;6;65.98;
4224;Be Informed;81794;PowderBlue;7;54.36;
4225;Caspio;14426;LightGray;4;66.09;
4226;Loqate, Inc.;79116;MediumAquaMarine;8;21.32;
4227;SAP;45830;MidnightBlue;5;25.62;
4228;JJ Keller;16232;Tomato;8;30.95;
4229;Civis Analytics;20761;Navy;5;55.51;
4230;Ayasdi;77497;Darkorange;6;21.51;
4231;Government Transaction Services;25434;SlateBlue;7;20.77;
4232;Equifax;93114;ForestGreen;7;69.98;
4233;Accenture;2817;RosyBrown;7;31.29;
4234;InCadence;55858;Gainsboro;4;72.88;
4235;Marlin & Associates;41258;DarkTurquoise;4;66.76;
4236;Xatori;24505;Gainsboro;5;25.22;
4237;Credit Sesame;27634;MediumSeaGreen;4;49.73;
4238;Energy Solutions Forum;28236;Orchid;4;47.92;
4239;Energy Solutions Forum;12304;Olive;7;52.32;
4240;Clean Power Finance;30976;DarkMagenta;5;73.10;
4241;Enervee Corporation;97343;Indigo ;4;47.39;
4242;Smartronix;45408;Gainsboro;6;32.57;
4243;HERE;39677;Cornsilk;7;72.49;
4244;Foursquare;61473;LemonChiffon;8;39.19;
4245;Govzilla, Inc.;38752;Olive;5;49.25;
4246;Golden Helix;89288;IndianRed ;8;54.63;
4247;Civic Impulse LLC;62085;Maroon;7;43.88;
4248;PlanetEcosystems;74627;MidnightBlue;7;44.53;
4249;Compared Care;69823;LightSkyBlue;6;23.45;
4250;FlightView;5525;Yellow;6;66.53;
4251;DataWeave;16967;DodgerBlue;7;56.43;
4252;PlanetEcosystems;25843;GreenYellow;5;65.13;
4253;Splunk;72571;SlateBlue;8;59.35;
4254;Xcential;11066;Olive;7;35.91;
4255;Chubb;24540;YellowGreen;7;46.79;
4256;Nautilytics;98447;MediumAquaMarine;4;65.49;
4257;College Abacus, an ECMC initiative;9621;Purple;5;21.31;
4258;Paxata;5404;MediumOrchid;7;50.11;
4259;SocialEffort Inc;70106;DarkKhaki;7;47.23;
4260;IMS Health;85162;Chartreuse;8;39.47;
4261;Bridgewater;40643;PeachPuff;5;62.26;
4262;Farmers;61436;SlateBlue;7;63.42;
4263;Estately;91984;Aqua;8;27.59;
4264;Microsoft Windows Azure Marketplace;38003;SaddleBrown;7;31.11;
4265;PlanetEcosystems;30229;DarkKhaki;4;50.46;
4266;Equifax;59935;DeepPink;7;43.75;
4267;Poncho App;93419;LawnGreen;5;55.99;
4268;Cloudspyre;19543;Yellow;8;60.99;
4269;Verdafero;84209;YellowGreen;4;63.10;
4270;Rank and Filed;21598;Sienna;5;28.26;
4271;Zillow;56637;MediumOrchid;5;77.44;
4272;Keychain Logistics Corp.;45782;CornflowerBlue;7;70.44;
4273;Lilly Open Innovation Drug Discovery;2630;FloralWhite;8;41.84;
4274;OptumInsight;43867;GoldenRod;4;77.98;
4275;ClearHealthCosts;72943;LightSalmon;6;36.08;
4276;Personal, Inc.;86528;GhostWhite;7;21.91;
4277;Ernst & Young LLP;22724;DodgerBlue;4;24.96;
4278;Enervee Corporation;65160;DarkSalmon;8;75.27;
4279;Civinomics;93507;Gainsboro;6;64.52;
4280;PublicEngines;63099;Salmon;8;46.86;
4281;Zillow;88904;Blue;6;62.79;
4282;Alarm.com;96192;Yellow;8;76.27;
4283;PlanetEcosystems;37207;LemonChiffon;7;28.22;
4284;Patently-O;26776;PeachPuff;4;63.18;
4285;Paxata;21077;SteelBlue;7;54.89;
4286;Barchart;37329;GhostWhite;6;64.83;
4287;Poncho App;53185;DarkSalmon;8;51.35;
4288;SlashDB;78433;BlueViolet;8;34.87;
4289;Social Health Insights;38798;Yellow;4;48.31;
4290;Govzilla, Inc.;80524;SeaShell;7;68.10;
4291;iFactor Consulting;40763;DarkOrchid;8;42.67;
4292;Oversight Systems;96645;Cornsilk;8;39.99;
4293;Predilytics;71414;SeaShell;5;78.55;
4294;Plus-U;90888;Maroon;6;37.43;
4295;Innography;30163;LightGreen;8;66.37;
4296;Numedii;54668;Bisque;5;78.63;
4297;LexisNexis;87406;Red;5;62.84;
4298;Brightscope;98901;LightGoldenRodYellow;4;52.52;
4299;Revelstone;26531;SteelBlue;6;26.30;
4300;Socrata;10327;RoyalBlue;4;66.62;
4301;IPHIX;24503;DarkTurquoise;4;37.68;
4302;Ceiba Solutions;40723;BurlyWood;5;33.15;
4303;Code-N;21368;Khaki;8;58.19;
4304;Marlin & Associates;72328;Thistle;8;61.11;
4305;Aunt Bertha, Inc.;34726;SeaGreen;5;76.01;
4306;Careset.com;20335;Yellow;4;78.59;
4307;MetLife;52675;Yellow;5;28.67;
4308;Level One Technologies;63233;SteelBlue;8;26.76;
4309;BaleFire Global;65203;Yellow;4;34.64;
4310;Lumesis, Inc.;67793;DarkRed;6;57.87;
4311;CitySourced;88020;DarkCyan;4;48.43;
4312;Lending Club;58132;OliveDrab;5;79.33;
4313;GenoSpace;69333;Ivory;8;40.55;
4314;Lawdragon;5481;MediumBlue;6;59.81;
4315;Kyruus;17869;SeaGreen;5;25.15;
4316;Sage Bionetworks;81307;SlateBlue;4;61.69;
4317;Whitby Group;67085;Lavender;5;76.60;
4318;Lucid;24402;DarkGreen;7;58.50;
4319;Cambridge Information Group;58901;Teal;4;24.97;
4320;Tableau Software;78827;GoldenRod;5;54.68;
4321;Dow Jones & Co.;93876;Pink;7;30.67;
4322;Morgan Stanley;25019;PaleGoldenRod;6;32.28;
4323;Brightscope;5334;SlateBlue;8;56.18;
4324;NextBus;13969;White;5;76.44;
4325;OptumInsight;31868;Black;7;53.97;
4326;VitalChek;97950;Wheat;7;34.88;
4327;Honest Buildings;13711;Chartreuse;5;56.61;
4328;SpotCrime;77938;SpringGreen;4;46.71;
4329;CareSet Systems;86899;Lavender;5;48.69;
4330;Redfin;89350;MintCream;6;34.87;
4331;Workhands;97286;DarkRed;7;76.69;
4332;Webitects;47362;IndianRed ;8;41.97;
4333;KPMG;50363;Yellow;5;59.21;
4334;Retroficiency;37822;Bisque;5;52.82;
4335;WaterSmart Software;64816;PeachPuff;5;36.66;
4336;Onvia;70298;Red;8;31.95;
4337;Retroficiency;40998;Snow;6;78.37;
4338;Google Maps;38689;LightPink;4;69.92;
4339;Think Computer Corporation;58486;BurlyWood;5;41.54;
4340;KPMG;42804;DodgerBlue;6;48.12;
4341;Sophic Systems Alliance;81689;LemonChiffon;8;21.29;
4342;Castle Biosciences;27209;PowderBlue;6;33.85;
4343;Splunk;80657;Tomato;7;46.38;
4344;Avvo;63923;BlueViolet;6;31.99;
4345;Zonability;63228;FloralWhite;7;70.04;
4346;Cloudmade;31;MediumSeaGreen;7;60.72;
4347;Teradata;92913;RoyalBlue;5;55.86;
4348;Reed Elsevier;86221;YellowGreen;7;22.03;
4349;BlackRock;68492;Crimson;7;41.04;
4350;SpotHero.com;87422;Indigo ;6;49.74;
4351;TuvaLabs;43041;LightCoral;5;58.79;
4352;Seabourne;65077;BurlyWood;5;47.21;
4353;MarketSense;55226;DimGray;8;66.23;
4354;Weather Decision Technologies;61090;MistyRose;4;37.98;
4355;TrustedID;72266;Azure;5;68.21;
4356;BillGuard;83037;MistyRose;4;58.89;
4357;Forrester Research;75743;RoyalBlue;4;72.71;
4358;EMC;55754;DarkViolet;6;44.10;
4359;OptumInsight;3370;SandyBrown;5;67.04;
4360;Citigroup;39292;Peru;6;59.05;
4361;Solar Census;48499;FireBrick;8;20.85;
4362;Personalis;14780;Lime;4;53.90;
4363;Bridgewater;23810;LawnGreen;7;67.81;
4364;Esri;46097;Yellow;7;22.70;
4365;Mercaris;62637;BlueViolet;8;79.17;
4366;Housefax;32201;Salmon;5;23.48;
4367;Credit Karma;24129;LightCyan;7;32.45;
4368;Bing;81407;LawnGreen;6;70.46;
4369;Embark;58432;SpringGreen;4;45.19;
4370;Impact Forecasting (Aon);61130;Peru;4;53.71;
4371;Govzilla, Inc.;35657;MediumSlateBlue;4;55.48;
4372;Genability;1019;Indigo ;8;73.63;
4373;Impact Forecasting (Aon);45302;Yellow;6;26.97;
4374;Predilytics;8010;PaleGoldenRod;6;21.34;
4375;PIXIA Corp;89825;SlateGray;8;60.16;
4376;SnapSense;81164;Cyan;8;54.59;
4377;CityScan;59964;Maroon;7;61.89;
4378;The Advisory Board Company;63019;Orange;4;32.21;
4379;DemystData;10416;Green;8;31.22;
4380;Foursquare;24884;LightPink;8;51.55;
4381;HopStop;22007;LawnGreen;5;55.57;
4382;CGI;71292;Thistle;5;77.69;
4383;Atlas Van Lines;17000;SteelBlue;5;78.72;
4384;GreatSchools;31325;LightGreen;7;48.27;
4385;Standard and Poor's;11253;WhiteSmoke;4;43.59;
4386;Rapid Cycle Solutions;84275;Purple;8;34.32;
4387;TrustedID;77400;LawnGreen;4;44.29;
4388;Urban Airship;64858;LightGray;6;55.75;
4389;Zebu Compliance Solutions;21795;Blue;4;24.32;
4390;T. Rowe Price;80898;Darkorange;4;64.03;
4391;Climate Corporation;53996;LightSkyBlue;6;66.84;
4392;Business Monitor International;40831;PaleGreen;6;78.97;
4393;Farmers;99212;LawnGreen;5;69.71;
4394;Boundless;94513;LavenderBlush;8;60.46;
4395;HelloWallet;51613;LemonChiffon;5;50.89;
4396;Dow Jones & Co.;4602;SlateGray;8;79.03;
4397;WebMD;98749;SeaGreen;8;68.48;
4398;Webitects;18417;DarkSeaGreen;6;75.47;
4399;Kimono Labs;76290;Purple;6;71.87;
4400;Charles River Associates;61009;LightSeaGreen;8;79.65;
4401;Docket Alarm, Inc.;54593;Lavender;4;44.05;
4402;CliniCast;6113;Sienna;6;31.03;
4403;SpotHero.com;16499;DimGrey;7;75.07;
4404;Energy Points, Inc.;70804;DarkSalmon;7;45.51;
4405;Vitals;79228;Cornsilk;6;77.60;
4406;Noveda Technologies;87077;Wheat;7;68.59;
4407;SeeClickFix;63585;DarkViolet;8;25.98;
4408;How's My Offer?;72291;OliveDrab;4;59.97;
4409;Berkshire Hathaway;11153;MediumSeaGreen;5;57.25;
4410;Vital Axiom | Niinja;36444;FloralWhite;4;63.93;
4411;Berkery Noyes MandASoft;46208;LavenderBlush;5;70.77;
4412;SigFig;22882;Crimson;8;23.82;
4413;STILLWATER SUPERCOMPUTING INC;16977;MistyRose;8;28.28;
4414;USSearch;67228;SpringGreen;5;72.15;
4415;CAN Capital;5021;PaleTurquoise;5;69.68;
4416;Xignite;7558;Tan;4;78.96;
4417;The Schork Report;61311;LightGreen;8;21.63;
4418;Stormpulse;67043;PaleTurquoise;7;65.98;
4419;indoo.rs;75800;Chocolate;8;38.36;
4420;Child Care Desk;63095;Gray;8;36.27;
4421;Parsons Brinckerhoff;91058;Gold;6;29.49;
4422;Junar, Inc.;80790;PaleGreen;8;74.99;
4423;The DocGraph Journal;79669;LawnGreen;4;78.09;
4424;48 Factoring Inc.;70116;MediumTurquoise;8;49.67;
4425;Equilar;59433;Aquamarine;4;44.25;
4426;MetLife;70772;LightCyan;4;58.66;
4427;Child Care Desk;69368;SpringGreen;5;33.37;
4428;Navico;17544;Darkorange;4;29.16;
4429;Standard and Poor's;15289;MediumVioletRed;7;79.80;
4430;StockSmart;43115;Aquamarine;8;20.83;
4431;Remi;62249;DarkMagenta;8;42.60;
4432;Geofeedia;42000;Aquamarine;5;27.08;
4433;Optensity;78120;Teal;4;76.63;
4434;Exversion;54602;AliceBlue;7;62.24;
4435;Kaiser Permanante;39959;DimGrey;6;45.37;
4436;Equal Pay for Women;24603;Beige;8;66.50;
4437;Berkshire Hathaway;73042;Crimson;8;67.19;
4438;Rezolve Group;61318;PowderBlue;4;60.04;
4439;Tendril;61954;OrangeRed;7;41.32;
4440;Biovia;71625;LightYellow;7;35.30;
4441;Civis Analytics;14761;LightSlateGray;5;63.97;
4442;Berkshire Hathaway;58075;DarkKhaki;8;63.17;
4443;Graematter, Inc.;12598;DarkGray;8;75.10;
4444;BaleFire Global;36912;Purple;5;64.34;
4445;TagniFi;1100;CornflowerBlue;5;28.45;
4446;Whitby Group;22482;DeepSkyBlue;6;65.79;
4447;Paxata;17242;LightBlue;8;47.36;
4448;HealthMap;85043;SaddleBrown;4;30.27;
4449;mHealthCoach;10522;Wheat;6;69.56;
4450;Government Transaction Services;71402;SandyBrown;5;31.70;
4451;Atlas Van Lines;83768;Magenta;5;44.59;
4452;Experian;16378;Lime;8;59.12;
4453;ClearStory Data;78635;LightCyan;6;43.50;
4454;Genability;75526;Gainsboro;7;43.45;
4455;CB Insights;88346;Indigo ;8;66.40;
4456;Revelstone;57101;FireBrick;6;58.07;
4457;InCadence;34250;LightCoral;5;23.82;
4458;TransparaGov;18196;LavenderBlush;7;73.62;
4459;Innovest Systems;46608;Pink;7;51.28;
4460;Arpin Van Lines;36452;FireBrick;8;60.31;
4461;Google Public Data Explorer;12328;SkyBlue;4;69.28;
4462;MuckRock.com;35805;Darkorange;6;34.92;
4463;Berkshire Hathaway;96234;GreenYellow;8;24.65;
4464;nGAP Incorporated;58912;LightSalmon;7;78.55;
4465;Certara;25988;SaddleBrown;7;63.81;
4466;Evidera;15525;MediumOrchid;5;23.52;
4467;Yelp;25117;OrangeRed;4;36.34;
4468;DataMarket;6888;DarkTurquoise;4;43.65;
4469;Panjiva;41619;MediumSlateBlue;5;53.31;
4470;Revelstone;57669;SeaGreen;6;50.99;
4471;NonprofitMetrics;14248;DarkSalmon;4;45.87;
4472;HealthPocket, Inc.;79272;Yellow;6;49.78;
4473;Geoscape;55883;Black;7;35.11;
4474;Peterson's;26005;Silver;5;39.87;
4475;Workhands;60025;Navy;7;63.70;
4476;LOGIXDATA, LLC;97407;Plum;4;34.24;
4477;OpenCounter;25697;Bisque;6;33.10;
4478;PYA Analytics;56721;BurlyWood;4;78.80;
4479;NerdWallet;85188;MistyRose;8;76.43;
4480;AreaVibes Inc.;89505;DarkCyan;7;34.34;
4481;WaterSmart Software;52999;Gray;4;56.15;
4482;LegiStorm;76444;IndianRed ;6;38.93;
4483;CAN Capital;68125;MediumPurple;5;60.92;
4484;Kyruus;34543;DimGrey;8;43.69;
4485;Sterling Infosystems;5995;DarkTurquoise;6;46.80;
4486;PYA Analytics;54758;DarkOliveGreen;5;47.61;
4487;eScholar LLC.;46144;FireBrick;8;41.86;
4488;WaterSmart Software;78077;PaleGreen;7;43.01;
4489;Code-N;94419;LightBlue;5;65.91;
4490;BaleFire Global;24155;Aqua;6;62.69;
4491;Lilly Open Innovation Drug Discovery;33310;DarkGray;7;37.79;
4492;Mercaris;18520;SeaShell;4;36.08;
4493;CGI;63984;Khaki;4;24.67;
4494;Earth Networks;85062;Lime;8;69.30;
4495;Lucid;23336;Lavender;4;73.28;
4496;TrialTrove;73611;AntiqueWhite;7;32.82;
4497;LexisNexis;16452;GreenYellow;8;74.66;
4498;TagniFi;28974;GhostWhite;4;64.67;
4499;WeMakeItSafer;22138;MediumSeaGreen;7;25.92;
4500;BlackRock;63992;Salmon;4;79.88;
4501;Foursquare;34968;NavajoWhite;6;48.16;
4502;Workhands;90957;LightBlue;8;21.15;
4503;TagniFi;98623;Ivory;4;48.04;
4504;Marinexplore, Inc.;7944;Pink;8;79.74;
4505;Adobe Digital Government;41532;Plum;6;75.51;
4506;BillGuard;45330;Gainsboro;5;64.92;
4507;WattzOn;60407;DarkViolet;8;70.29;
4508;Practice Fusion;88615;Aqua;5;43.53;
4509;Way Better Patents;86539;Orchid;5;58.92;
4510;FarmLogs;31539;Orange;7;59.51;
4511;Qado Energy, Inc.;3063;Lavender;4;28.41;
4512;Retroficiency;41399;SlateBlue;5;34.35;
4513;Urban Mapping, Inc;78707;Crimson;6;75.57;
4514;Scale Unlimited;88317;Salmon;6;56.47;
4515;Careset.com;5980;GhostWhite;7;24.64;
4516;HERE;62694;LimeGreen;4;44.30;
4517;Tendril;6065;Fuchsia;7;41.71;
4518;Credit Sesame;52281;Khaki;4;23.86;
4519;OpportunitySpace, Inc.;38248;LightSeaGreen;6;51.19;
4520;Numedii;9596;LightSkyBlue;8;21.12;
4521;OpenPlans;86592;SandyBrown;4;52.94;
4522;Calcbench, Inc.;30239;Chocolate;4;27.58;
4523;Redfin;65794;Yellow;7;76.67;
4524;Energy Solutions Forum;5289;LawnGreen;5;66.17;
4525;karmadata;5398;DarkKhaki;6;32.68;
4526;Urban Airship;76345;Tomato;4;58.73;
4527;Embark;29450;FireBrick;7;57.32;
4528;TuvaLabs;77566;SkyBlue;6;75.13;
4529;Arrive Labs;73051;Beige;6;64.25;
4530;SolarList;95384;RosyBrown;8;71.37;
4531;Capital Cube;82270;MediumSeaGreen;6;62.73;
4532;Standard and Poor's;51377;SeaGreen;7;35.67;
4533;Russell Investments;92340;PeachPuff;8;30.94;
4534;Way Better Patents;87658;Ivory;8;53.75;
4535;iMedicare;38075;IndianRed ;6;31.42;
4536;PolicyMap;17429;Magenta;6;25.83;
4537;Asset4;89404;FloralWhite;4;31.16;
4538;GenoSpace;79619;MistyRose;7;33.49;
4539;KidAdmit, Inc.;92514;Yellow;8;70.60;
4540;FlightStats;46994;Blue;8;48.01;
4541;StreetEasy;29195;Aqua;5;55.21;
4542;Workhands;32145;PaleVioletRed;4;35.43;
4543;Way Better Patents;60245;PeachPuff;5;57.45;
4544;SpotCrime;19776;LimeGreen;5;20.95;
4545;Optensity;50432;SaddleBrown;7;72.80;
4546;USSearch;15137;Snow;8;60.12;
4547;Business and Legal Resources;23342;SandyBrown;7;50.37;
4548;RAND Corporation;61604;Red;8;65.16;
4549;EMC;15976;DarkSalmon;4;71.12;
4550;InnoCentive;79287;DarkGoldenRod;5;45.14;
4551;TrueCar;59634;LightYellow;5;74.96;
4552;Amida Technology Solutions;49977;Purple;4;52.42;
4553;Yelp;26735;DarkOliveGreen;5;45.00;
4554;Quid;84528;Darkorange;8;76.14;
4555;Compliance and Risks;80840;Lime;8;20.86;
4556;Thomson Reuters;84034;Linen;6;79.06;
4557;Marlin Alter and Associates;20721;MidnightBlue;8;49.64;
4558;Ceiba Solutions;84439;Aquamarine;5;68.78;
4559;Socrata;3071;Blue;7;77.38;
4560;RAND Corporation;84006;ForestGreen;4;42.40;
4561;PayScale, Inc.;94950;Lime;7;24.99;
4562;CAN Capital;45501;AntiqueWhite;8;75.47;
4563;Citigroup;63298;DarkSalmon;4;56.99;
4564;TopCoder;15097;BlueViolet;5;26.50;
4565;Trulia;78862;Linen;4;47.56;
4566;Google Public Data Explorer;68039;DarkRed;6;68.63;
4567;Boston Consulting Group;13040;BlanchedAlmond;7;29.75;
4568;Ranku;20061;SaddleBrown;4;31.17;
4569;TuvaLabs;52357;Gainsboro;7;53.97;
4570;Altova;35328;DarkViolet;8;49.72;
4571;American Red Ball Movers;88974;Darkorange;7;77.44;
4572;Bridgewater;40498;LawnGreen;7;42.22;
4573;FirstPoint, Inc.;24837;LightGray;5;58.37;
4574;Inrix Traffic;52789;Purple;6;24.83;
4575;Funding Circle;29389;LightBlue;5;55.94;
4576;SocialEffort Inc;6515;Silver;6;51.63;
4577;SimpleTuition;44471;DarkRed;8;79.85;
4578;StreetCred Software, Inc;50260;DarkGreen;8;73.20;
4579;Intelius;95731;Linen;4;67.59;
4580;InfoCommerce Group;99951;IndianRed ;4;57.81;
4581;Weight Watchers;54559;BurlyWood;4;64.36;
4582;Sophic Systems Alliance;61902;ForestGreen;5;60.54;
4583;Social Health Insights;26103;MediumSpringGreen;7;61.32;
4584;Junar, Inc.;7226;GoldenRod;4;69.35;
4585;Spikes Cavell Analytic Inc;80820;LightGoldenRodYellow;5;37.31;
4586;Fidelity Investments;72762;DarkGray;8;51.09;
4587;Level One Technologies;41392;PowderBlue;4;37.40;
4588;Yahoo;6166;Coral;6;69.66;
4589;Avvo;82877;DarkViolet;7;22.16;
4590;DataWeave;86194;DarkOliveGreen;6;27.25;
4591;PEV4me.com;25474;LightCoral;6;23.82;
4592;CostQuest;47979;MediumVioletRed;7;77.31;
4593;Mapbox;7095;Gainsboro;8;74.84;
4594;Careset.com;26505;Chocolate;5;73.93;
4595;Forrester Research;5353;HoneyDew;8;26.90;
4596;karmadata;48623;Silver;6;51.63;
4597;Fuzion Apps, Inc.;70651;Black;4;60.05;
4598;Buildingeye;13185;MediumTurquoise;5;64.58;
4599;Trintech;65699;Lime;4;70.91;
4600;Child Care Desk;68890;DarkSalmon;4;32.28;
4601;Food+Tech Connect;71238;OrangeRed;4;55.40;
4602;Merrill Lynch;43392;Khaki;6;79.49;
4603;gRadiant Research LLC;27433;LightSeaGreen;5;77.48;
4604;iRecycle;31370;Cyan;8;43.01;
4605;Experian;29335;MediumBlue;5;52.19;
4606;Allied Van Lines;64292;LightPink;4;42.08;
4607;Marinexplore, Inc.;75360;Violet;5;24.42;
4608;Science Exchange;5191;CornflowerBlue;5;43.68;
4609;LOVELAND Technologies;18717;PaleGoldenRod;5;70.30;
4610;Noesis;88703;AliceBlue;7;65.49;
4611;VitalChek;57009;Tan;5;59.66;
4612;Whitby Group;12109;AntiqueWhite;7;24.70;
4613;Quid;18314;Teal;4;50.59;
4614;BuildZoom;73285;DimGrey;4;53.44;
4615;TuvaLabs;61424;SlateGray;5;21.71;
4616;Lumesis, Inc.;38334;Chocolate;6;22.42;
4617;BillGuard;49187;LightCoral;7;38.29;
4618;Ernst & Young LLP;91047;SaddleBrown;8;26.23;
4619;JJ Keller;10080;DodgerBlue;7;62.08;
4620;Quertle;95052;LawnGreen;6;38.60;
4621;Zoner;2437;Chartreuse;6;29.15;
4622;xDayta;13024;Plum;5;63.34;
4623;WattzOn;91528;GoldenRod;6;51.98;
4624;Environmental Data Resources;75094;Navy;4;47.87;
4625;Energy Points, Inc.;87511;HotPink;4;61.55;
4626;BizVizz;94010;LightSeaGreen;4;58.68;
4627;LexisNexis;83505;PaleGoldenRod;8;62.60;
4628;Development Seed;17286;Aquamarine;4;36.29;
4629;SAS;90051;MediumSeaGreen;4;20.58;
4630;Copyright Clearance Center;26040;DarkOliveGreen;7;54.97;
4631;FutureAdvisor;94189;PaleGreen;8;39.57;
4632;CostQuest;40412;Snow;4;72.73;
4633;Maponics;28627;Wheat;8;35.10;
4634;Sage Bionetworks;36236;Sienna;6;67.22;
4635;Seabourne;71468;Tan;8;75.74;
4636;Palantir Technologies;61849;PowderBlue;7;25.60;
4637;Fidelity Investments;9132;SandyBrown;5;29.02;
4638;Equilar;37428;SkyBlue;6;74.99;
4639;Lilly Open Innovation Drug Discovery;50779;LightSalmon;4;72.19;
4640;Sophic Systems Alliance;798;WhiteSmoke;6;66.19;
4641;College Abacus, an ECMC initiative;51526;RoyalBlue;4;43.90;
4642;StockSmart;81956;IndianRed ;7;40.36;
4643;Booz Allen Hamilton;15028;OrangeRed;6;32.17;
4644;Lumesis, Inc.;63697;GoldenRod;7;52.59;
4645;Relationship Science;8340;OrangeRed;8;49.52;
4646;Fastcase;87884;PaleGreen;7;63.62;
4647;Zonability;34036;DarkCyan;4;59.97;
4648;ZocDoc;4678;Azure;6;38.65;
4649;Alltuition;77132;GreenYellow;7;68.66;
4650;Locavore;24884;LightGoldenRodYellow;4;62.04;
4651;Tableau Software;26905;MediumPurple;5;67.47;
4652;Granicus;13652;DarkKhaki;8;32.71;
4653;Farmers;26373;MediumSeaGreen;6;44.34;
4654;Iodine;31344;MediumAquaMarine;5;47.04;
4655;Bing;63226;DarkTurquoise;5;20.24;
4656;LexisNexis;32770;DarkOliveGreen;8;26.31;
4657;SolarList;84877;DarkOrchid;7;67.61;
4658;Vizzuality;3282;PeachPuff;5;54.27;
4659;Arpin Van Lines;28285;LimeGreen;5;28.08;
4660;Unigo LLC;74258;Gold;8;64.30;
4661;PolicyMap;73456;PaleGreen;8;54.29;
4662;Revaluate;76456;LawnGreen;7;34.90;
4663;H3 Biomedicine;68831;Snow;7;34.62;
4664;Innovest Systems;55780;OliveDrab;4;64.81;
4665;Seabourne;28854;MediumPurple;6;57.86;
4666;Stamen Design;57871;Gainsboro;7;68.62;
4667;TopCoder;86176;Beige;4;74.00;
4668;CareSet Systems;55004;Gainsboro;7;60.16;
4669;Noveda Technologies;98791;Salmon;5;68.34;
4670;Civic Impulse LLC;30650;DimGray;5;38.53;
4671;PlanetEcosystems;2281;MediumVioletRed;7;44.67;
4672;Capital Cube;21417;MediumBlue;6;43.05;
4673;Bekins;84835;SlateGray;6;64.06;
4674;Onvia;15514;Linen;8;25.24;
4675;FlightView;36596;DarkRed;7;71.62;
4676;StockSmart;16355;GhostWhite;6;29.21;
4677;Honest Buildings;83903;Purple;6;66.54;
4678;BillGuard;15070;LightCoral;8;65.62;
4679;Weight Watchers;1336;PaleTurquoise;4;79.46;
4680;CitySourced;4022;Bisque;5;29.95;
4681;RedLaser;76727;LightGoldenRodYellow;4;79.36;
4682;Booz Allen Hamilton;98720;LightGray;7;38.32;
4683;Teradata;15121;Magenta;7;67.66;
4684;BizVizz;958;Black;4;56.30;
4685;College Abacus, an ECMC initiative;43884;PowderBlue;4;43.62;
4686;T. Rowe Price;35283;Turquoise;5;70.54;
4687;Municode;55252;MediumTurquoise;8;40.81;
4688;Outline;74996;RosyBrown;8;60.45;
4689;TuvaLabs;68968;PowderBlue;5;60.21;
4690;Environmental Data Resources;14941;Ivory;5;46.86;
4691;Inrix Traffic;66189;Tomato;4;45.53;
4692;TuvaLabs;99017;White;4;32.65;
4693;Food+Tech Connect;31882;YellowGreen;8;70.25;
4694;IMS Health;62657;Chocolate;7;44.12;
4695;gRadiant Research LLC;43669;Peru;4;51.25;
4696;Webitects;19657;Gray;6;58.46;
4697;McGraw Hill Financial;72364;Bisque;5;48.71;
4698;Oliver Wyman;49828;Linen;4;55.33;
4699;Gallup;87019;DarkOrchid;7;54.28;
4700;Ensco;36026;DarkGoldenRod;7;55.27;
4701;HERE;1297;Thistle;6;54.14;
4702;Credit Sesame;54176;White;7;20.50;
4703;PayScale, Inc.;45312;DarkGreen;6;25.70;
4704;Accela;32523;DarkOliveGreen;5;70.56;
4705;FirstPoint, Inc.;80226;SandyBrown;5;29.50;
4706;Splunk;53632;FireBrick;5;64.96;
4707;FirstPoint, Inc.;3590;SlateBlue;5;69.69;
4708;Graebel Van Lines;78111;SlateGray;7;51.58;
4709;OnStar;69341;Yellow;4;48.06;
4710;iTriage;50223;GreenYellow;7;54.41;
4711;Lilly Open Innovation Drug Discovery;37194;AliceBlue;8;46.11;
4712;Verdafero;43077;Black;7;68.99;
4713;CliniCast;31882;PeachPuff;5;46.30;
4714;Eat Shop Sleep;88670;Gray;8;48.63;
4715;CGI;17940;RosyBrown;5;42.70;
4716;Barchart;34961;OrangeRed;7;57.82;
4717;TagniFi;68812;LightGoldenRodYellow;8;25.15;
4718;TopCoder;1039;WhiteSmoke;7;47.10;
4719;Dabo Health;17412;LightSkyBlue;4;73.95;
4720;Embark;51203;Silver;6;54.72;
4721;Cloudmade;53955;AntiqueWhite;4;48.46;
4722;Ez-XBRL;73718;Silver;4;42.98;
4723;Barchart;88918;HotPink;7;42.57;
4724;BuildZoom;8529;Aqua;7;49.70;
4725;Computer Packages Inc;73828;Black;5;67.17;
4726;Child Care Desk;68836;Gray;7;56.45;
4727;Earthquake Alert!;28302;DimGray;4;36.21;
4728;Merrill Lynch;8393;LightGray;4;68.52;
4729;WebMD;56795;DarkSalmon;4;47.06;
4730;KLD Research;87250;Sienna;7;58.34;
4731;Kimono Labs;15535;PaleTurquoise;6;33.79;
4732;Cloudmade;87029;SandyBrown;8;74.55;
4733;Politify;45830;LightGoldenRodYellow;7;61.12;
4734;HealthPocket, Inc.;8823;LimeGreen;8;67.95;
4735;Fujitsu;54307;MediumSpringGreen;6;45.10;
4736;Dabo Health;63542;DarkBlue;5;71.74;
4737;S&P Capital IQ;43421;DarkOliveGreen;6;74.53;
4738;Energy Points, Inc.;94882;Cornsilk;7;25.72;
